doi,refcodes,count,year,url,flags,name_dicts,compound_dicts
10.1038/ncomms2552,"['NIGDEO', 'NIGDIS']",2,2013,https://www.nature.com/articles/ncomms2552,1,"{'SMT-1': '[Cu2(L1)2(DMA)2]2', 'SMT-2': '[Cu2(L2)2(DMA)2]2', 'SMT-3': '[Mo2(L2)2(DMA)]2·2DMA', 'PCN-88': '[Cu(L3)1/2(S)]n', 'PCN-88′': '[Cu(L3)1/2(pyrazine)1/12(S)]n'}",{}
10.1038/s41467-020-20489-2,"['ELOSIK', 'ELOSOQ', 'ELOTAD', 'ELOTEH', 'ZOYJUU01']",5,2021,https://www.nature.com/articles/s41467-020-20489-2,1,{},{}
10.1038/s41467-017-02736-1,['VEVJUE'],1,2018,https://www.nature.com/articles/s41467-017-02736-1,1,"{'1': '[Cu(ipa)]n', '1S': '[Cu(styrene-3,5-dicarboxylate)]n', 'R5': 'R6)'}","{'1S': ['[Cu(styrene-3,5-dicarboxylate)]n'], '3': ['poly(N-vinylcarbazole)'], 'ipa': ['5-substituted']}"
10.1038/s41598-018-28080-y,"['CIFKUA', 'CIFLAH', 'CIFQUG', 'CIFSAO', 'CIFSES', 'CIFSIW']",6,2018,https://www.nature.com/articles/s41598-018-28080-y,1,{},"{'BTB': ['1,3,5-benzenetribenzoate'], 'bpdc': ['4,4′-biphenyldicarboxylate'], 'R': ['9-(2-ethoxycarbonyl)phenyl-3,6-bis(ethylamino)-2,7-dimethylxanthylium', '9-(2-ethoxycarbonylphenyl)-3,6-bis(ethylamino)-2,7-dimethylxanthylium']}"
10.1038/s41467-018-03102-5,['BEQHIR'],1,2018,https://www.nature.com/articles/s41467-018-03102-5,1,{},"{'TCPP': ['tetrakis(4-carboxyphenyl)porphyrin'], 'OBC': ['4,4′-oxybisbenzoate'], 'CDC': ['3,6-carbazoledicarboxylate']}"
10.1038/s41467-018-04833-1,"['DIDGOP', 'DIGCEE']",2,2018,https://www.nature.com/articles/s41467-018-04833-1,1,{},{}
10.1038/ncomms1827,"['SARHIE', 'SARHOK', 'SARJAY']",3,2012,https://www.nature.com/articles/ncomms1827,1,"{'2': '(H2pyimH)[CuCl4]', '3': 'cis-[CuCl2(pyimH)]', '1': '[Cu(pyim)(Cl)(MeOH)]'}",{'pyimH': ['2-(imidazol-2-yl)pyridine']}
10.1038/s41467-018-03220-0,['PEYZEB'],1,2018,https://www.nature.com/articles/s41467-018-03220-0,1,"{'1': 'calix[4]pyrroles', '3': 'calix[4]pyrrole'}",{}
10.1038/ncomms3534,"['LIJNOJ', 'LIJNOJ01', 'LIJPAX', 'LIJPAX01', 'LIJPAX02', 'LIJPOL', 'PIHJOH01', 'PIHJOH02', 'PIHJOH03']",9,2013,https://www.nature.com/articles/ncomms3534,1,{'1': '(C24H15MnN2O4)'},{}
10.1038/s41467-021-24188-4,"['IXUFOZ', 'IXUFUF', 'IXUGAM', 'IXUGEQ', 'IXUGIU', 'IXUGOA', 'IXUGUG', 'IXUHAN', 'IXUHER', 'IXUHIV']",10,2021,https://www.nature.com/articles/s41467-021-24188-4,1,{},"{'bdc2–': ['1,4-benzenedicarboxylate'], 'CX-bdc2–': ['2,5-dialkoxy-1,4-benzenedicarboxylate']}"
10.1038/s41598-020-65687-6,"['FUYNIZ', 'FUYNOF', 'SARBUK01']",3,2020,https://www.nature.com/articles/s41598-020-65687-6,1,"{'1-MeOH': '{[Co(μ-2ain)2]·2MeOH}n', '1-DMSO': '{[Co(μ-2ain)2]·1.5DMSO}n', '3': '{[Zn(μ-2ain)2]·DMF}n', '1': '{[Co(μ-2ain)2]·DMF}n', '2': '{[Ni(μ-2ain)2]·DMF}n'}",{'2ain': ['2-aminoisonicotinate']}
10.1038/s41598-018-32810-7,['AFOXAX'],1,2018,https://www.nature.com/articles/s41598-018-32810-7,1,{'1': '[K8(ptca)3(H3O)4]n'},{}
10.1038/srep03312,"['FIRMUQ', 'FIRNAX', 'FIRNAX01', 'FIRNIF', 'FIRNOL', 'FIRNUR', 'FIRPAZ']",7,2013,https://www.nature.com/articles/srep03312,1,{},{}
10.1038/nature14327,"['JOYKOZ', 'JOYKUF']",2,2015,https://www.nature.com/articles/nature14327,1,{},"{'dobpdc4−': ['4,4′-dioxidobiphenyl-3,3′-dicarboxylate'], 'dobdc4−': ['2,5-dioxidobenzene-1,4-dicarboxylate']}"
10.1038/s41598-017-13596-6,['JIQMAA'],1,2017,https://www.nature.com/articles/s41598-017-13596-6,1,{},{'3': ['di(1H-tetrazol-5-yl)methanone']}
10.1038/nature25765,"['BEPWEB', 'BEPWIF']",2,2018,https://www.nature.com/articles/nature25765,1,{},{}
10.1038/ncomms6440,['TOWGOD'],1,2014,https://www.nature.com/articles/ncomms6440,1,"{'1': '[FeIII(TAML)(O2)]2−', '2': '[MnIV(TAML)(O2)]2−'}",{}
10.1038/srep25595,"['OMIMEE', 'OMIPEH', 'OMITUB']",3,2016,https://www.nature.com/articles/srep25595,1,{},{'H3TZI': ['5-tetrazolylisophthalic']}
10.1038/s41598-020-63277-0,['YUJHUJ'],1,2020,https://www.nature.com/articles/s41598-020-63277-0,1,{},"{'pzdc': ['2,3-Pyrazinedicarboxylic'], 'H2pzdc': ['pyrazine-2,3-dicarboxylic'], '4,4′-bpy': ['4,4′-bipyridine']}"
10.1038/ncomms11830,['ARIDIQ'],1,2016,https://www.nature.com/articles/ncomms11830,1,{'1': '{[H2N(CH3)2][Zn(TBTC)]}·2DMF·EtOH'},{}
10.1038/ncomms6723,"['TOVGUI', 'TOVHAP', 'TOVHET', 'TOVHIX', 'TOVHOD', 'TOVHUJ', 'TOVJAR', 'TOVJEV', 'TOVJIZ', 'TOVJOF', 'TOVJUL', 'TOVKAS', 'TOVKEW', 'TOVKIA', 'TOVKOG', 'TOWLIC', 'TOWLOI', 'TOWLUO', 'TOWMAV', 'TOWMEZ', 'TOWMID', 'TOWMOJ', 'TOWMUP', 'TOWNAW', 'TOWNEA', 'TOWNIE', 'TOWNOK', 'TOWNUQ', 'TOWPAY', 'TOWPEC']",30,2014,https://www.nature.com/articles/ncomms6723,1,{},{}
10.1038/ncomms5228,['WONKOB'],1,2014,https://www.nature.com/articles/ncomms5228,1,{},{'SIFSIX': ['SIFSIX-3-Zn']}
10.1038/s41467-021-21076-9,"['ENODET', 'ENODET01']",2,2021,https://www.nature.com/articles/s41467-021-21076-9,1,{},{}
10.1038/ncomms8328,['QUJRUK'],1,2015,https://www.nature.com/articles/ncomms8328,1,{},"{'H2ATBDC': ['5-(5-Amino-1H-tetrazol-1-yl)-1,3-benzenedicarboxylic'], 'bpy-2': ['1,2-bis(4-pyridyl)ethene']}"
10.1038/ncomms11087,['EJIQIZ'],1,2016,https://www.nature.com/articles/ncomms11087,1,{},{}
10.1038/s41586-021-03810-x,"['UBEWOR', 'UBEXAE', 'UBEXEI', 'UBEXIM']",4,2021,https://www.nature.com/articles/s41586-021-03810-x,1,"{'a': '(Mg(H2O)2)(taurine)2CuCl4', 'b': 'KMg(H0.5SO4)2•2(H2O)', 'c': '(PbBr2)2(AMTP)2PbBr4', 'd': '-Li(NH4)SO4'}",{'AMTP+': ['4-ammoniomethyl-tetrahydropyran']}
10.1038/s42004-019-0135-2,"['FOCJAL01', 'ZACRUU', 'ZACSAB', 'ZACSEF', 'ZACSIJ', 'ZACSOP']",6,2019,https://www.nature.com/articles/s42004-019-0135-2,1,"{'-': '(DMF)1.36(H2O)1.14@[(OH)2', '3': '(4-NP)@[In(OH)(H2DOBDC)]', '4': '(2,6-DNT)0.5@[In(OH)(H2DOBDC)]'}","{'3': ['(4-NP)@[In(OH)(H2DOBDC)]'], '4': ['(2,6-DNT)0.5@[In(OH)(H2DOBDC)]']}"
10.1038/nature11990,"['REXCEE', 'REXCII', 'REXCOO', 'REXCUU', 'REXDAB', 'REXDEF', 'REXDIJ', 'REXDOP', 'REXDUV', 'REXFAD', 'REXFEH', 'REXFIL', 'REXFOR', 'REXFUX', 'REXGAE']",15,2013,https://www.nature.com/articles/nature11990,1,"{'2': '{[(Co(NCS)2)3(1)4]•x(solvent)}n', '3': '{[(ZnI2)3(1)2]•x(solvent)}n'}","{'1': ['tris(4-pyridyl)-1,3,5-triazine']}"
10.1038/ncomms1618,['SAPBIW'],1,2012,https://www.nature.com/articles/ncomms1618,1,{},"{'BDC': ['1,4-benzenedicarboxylate']}"
10.1038/ncomms15356,"['RAZVIA', 'RAZVOG', 'RAZVUM']",3,2017,https://www.nature.com/articles/ncomms15356,1,{},{}
10.1038/s41467-019-09486-2,['DOGLIX'],1,2019,https://www.nature.com/articles/s41467-019-09486-2,1,{},{}
10.1038/s41586-019-1134-2,['JODXOS'],1,2019,https://www.nature.com/articles/s41586-019-1134-2,1,"{'1a': '[MoI3(PNP)]', '1b': '[MoBr3(PNP)]', '2': '[Mo(N2)2(PNP)]2(μ-N2)', '3': '[MoCl3(PPP)]', '4': '[MoI(≡N)(PNP)]', 'I': '[MoI(PNP)–N≡N–MoI(PNP)]', '5': '[MoI(=O)(OH2)(PNP)]I', '8': '[Mo(N2)2(PCP)]2(μ-N2)', '9': '[MoCl3(PCP)]', '1c': '[MoCl3(PNP)]', '4ʹ': '[MoI(≡15N)(PNP)]', '7a': '7b·2C4H8O'}",{}
10.1038/s41467-019-10960-0,['ZOVHUQ'],1,2019,https://www.nature.com/articles/s41467-019-10960-0,1,{},"{'TDC': ['2,5-thiophenedicarboxylate']}"
10.1038/ncomms12195,['AREWOL'],1,2016,https://www.nature.com/articles/ncomms12195,1,"{'1': '(PPh4)2[IrF6]·2H2O', '2': 'Zn(viz)4[IrF6]', '3': '(PPh4)2[IrCl6]'}",{'viz': ['1-vinylimidazole']}
10.1038/nature23674,"['HAYYOY', 'HAYYUE', 'HAYZAL', 'HAYZEP']",4,2017,https://www.nature.com/articles/nature23674,1,"{'1': 'Fe2Cl2(bbta)', '2': 'Fe2Cl2(btdd)'}",{}
10.1038/srep02616,['NILQOQ'],1,2013,https://www.nature.com/articles/srep02616,1,{'IFMC-200': '[Zn16(HPO3)4]L3'},{}
10.1038/ncomms3344,"['AGOVID', 'AGOVOJ', 'AGOVUP', 'AGOWAW', 'AGOWEA']",5,2013,https://www.nature.com/articles/ncomms3344,1,{},"{'ncb': ['9-connected'], 'AR88': ['−1-charged'], 'OG2−': ['−2-charged'], 'NC3−': ['−3-charged']}"
10.1038/ncomms11950,['ARIDEM'],1,2016,https://www.nature.com/articles/ncomms11950,1,"{'1': '[HT-Pt(II)2(bpy)2(μ-pivalamidate)2]2+', '2': '[Pt(II)(ox)2]2−', '3': '[HT-Pt(II)2(bpy)2(μ-pivalamidate)2][Pt(II)(ox)2]', '4': '[HH-Pt(II)2(bpy)2(μ-pivalamidate)2][Pt(II)(ox)2]·5.5H2O', '5': '[HH-Pt(II)2(bpy)2(μ-pivalamidate)2]2[Pt(II)(ox)2]2·8H2O', '6': '[HT-Pt2(bpy)2(μ-pivalamidate)2][Pt(ox)2](NO3)·7H2O'}",{}
10.1038/s41467-020-14627-z,['LAHDEH'],1,2020,https://www.nature.com/articles/s41467-020-14627-z,1,{'1': '[Pt(dach)(bpy)Br]4(SO4)4·32H2O'},{}
10.1038/s41598-020-59059-3,['NACNAK'],1,2020,https://www.nature.com/articles/s41598-020-59059-3,1,{},{}
10.1038/ncomms3684,"['CIMFIP', 'CIMFOV', 'CIMFUB']",3,2013,https://www.nature.com/articles/ncomms3684,1,{},{}
10.1038/s41467-020-19209-7,"['QAQWAK', 'QAQWEO', 'QAQWIS']",3,2020,https://www.nature.com/articles/s41467-020-19209-7,1,{},{}
10.1038/ncomms13645,"['DAFJIG', 'DAFJOM', 'DAFJUS', 'DAFKAZ', 'DAFKED', 'DAFXOA', 'DAFXUG', 'DAFYAN', 'DAFYER', 'DAFYIV', 'DAFYOB', 'DAFYUH', 'DAFZAO']",13,2016,https://www.nature.com/articles/ncomms13645,1,"{'CPM-140': 'Mg2V-based', 'CPM-231': 'Mg2V-DHBDC', 'CPM-230': 'Mg2V-MIL-88'}",{}
10.1038/s41467-017-01208-w,['KEMNAU'],1,2017,https://www.nature.com/articles/s41467-017-01208-w,1,{},"{'H3bptc': ['[1,1′-biphenyl]-3,4′,5-tricarboxylicacid']}"
10.1038/s41467-021-21084-9,"['BIPYEH01', 'DOMYUC02', 'IMOKED']",3,2021,https://www.nature.com/articles/s41467-021-21084-9,1,{},"{'phen': ['1,10-phenanthroline']}"
10.1038/ncomms7541,['ZUCGAH'],1,2015,https://www.nature.com/articles/ncomms7541,1,"{'3': '(31P[1H]', 'S5': '5,15-Bis(mesityl)-10,20-Bis(4-(chloro-methyl)phenyl)porphyrin]zinc'}","{'5': ['P,N-Bodipy']}"
10.1038/s41598-017-06858-w,['GEHDAB'],1,2017,https://www.nature.com/articles/s41598-017-06858-w,1,{},{}
10.1038/s41467-020-16699-3,"['ZUQNAD', 'ZUQNEH']",2,2020,https://www.nature.com/articles/s41467-020-16699-3,1,"{'2': '39H2O', '1a@2': '((1a)@{CaIICuII6[(S,S)-serimox]3(OH)2(H2O)}', '11a@2': '((11a)@{CaIICuII6[(S,S)-serimox]3(OH)2(H2O)}'}","{'6': ['2-phenyl-2-propanol'], '1a': ['1,3,4,6-Tetra-O-acetylfructofuranoside']}"
10.1038/ncomms3826,"['CIMDIN', 'CIMDIN01']",2,2013,https://www.nature.com/articles/ncomms3826,1,{'1': '{[FeIII(Tp*)(CN)3]2FeII(bpmh)}·2H2O'},"{'Tp*': ['hydrotris(3,5-dimethylpyrazolyl)borate']}"
10.1038/ncomms3173,"['FINWUW', 'FINXAD']",2,2013,https://www.nature.com/articles/ncomms3173,1,{},{}
10.1038/ncomms8575,['HUJGEA'],1,2015,https://www.nature.com/articles/ncomms8575,1,{},"{'H8tddb': ['3,3′,5,5′-tetra(3,5-dicarboxyphenyl)-4,4′-dimethoxy-biphenyl']}"
10.1038/ncomms1654,"['KARLAS', 'KARLEW', 'KARLIA', 'KARLOG', 'KARLUM', 'KARMAT', 'KARMEX', 'KARMIB', 'KARMOH', 'KARMUN', 'KARNAU']",11,2012,https://www.nature.com/articles/ncomms1654,1,"{'nbo': '[M2(L4)(L1)2]', 'rht': 'M2(L6)2/3(L1)2', 'acs': 'M3(μ3-O)(L2)3(L1)3', 'pcu': 'Zn2(L2)2(L2N)', 'Ia': '[Ni3(μ3-OH)(ina)3(bdc)1.5]·2.5DMA·CH3OH', 'IIa': '[Ni3(μ3-OH)(pyac)3(bdc)1.5]·5.5DMF·5.5H2O', 'IIb': '[Ni3(μ3-OH)(pyac)3(ndc)1.5]·6DMF·6H2O', 'IIIa': '[Ni3(μ3-OH)(pba)3(bdc)1.5]·8DMA·2CH3OH·4H2O', 'IIIb': '[Ni3(μ3-OH)(pba)3(ndc)1.5]·10.5DMA·2CH3OH·2H2O', 'IIIc': '[Ni3(μ3-OH)(pba)3(bpdc)1.5]·11.5DMA·0.5CH3OH·7H2O', 'IVa': '[Ni3(μ3-OH)(pvba)3(bdc)1.5]11.5DMA11H2O', 'IVb': '[Ni3(μ3-OH)(pvba)3(ndc)1.5]15DMA·10H2O', 'IVc': '[Ni3(μ3-OH)(pvba)3(bpdc)1.5]·16.5DMA·CH3OH·10.5H2O', 'Va': '[Ni3(μ3-OH)(pbpa)3(bdc)1.5]12DMA7CH3OH', 'Vb': '[Ni3(μ3-OH)(pbpa)3(ndc)1.5]15DMA20H2O', 'Vc': '[Ni3(μ3-OH)(pbpa)3(bpdc)1.5]22DMA28H2O', 'Vd': '[Ni3(μ3-OH)(pba)3(edba)1.5]·xG'}","{'Ia': ['[Ni3(μ3-OH)(ina)3(bdc)1.5]·2.5DMA·CH3OH'], 'IIa': ['[Ni3(μ3-OH)(pyac)3(bdc)1.5]·5.5DMF·5.5H2O'], 'IIb': ['[Ni3(μ3-OH)(pyac)3(ndc)1.5]·6DMF·6H2O'], 'IIIa': ['[Ni3(μ3-OH)(pba)3(bdc)1.5]·8DMA·2CH3OH·4H2O'], 'IIIb': ['[Ni3(μ3-OH)(pba)3(ndc)1.5]·10.5DMA·2CH3OH·2H2O'], 'IIIc': ['[Ni3(μ3-OH)(pba)3(bpdc)1.5]·11.5DMA·0.5CH3OH·7H2O'], 'IVa': ['[Ni3(μ3-OH)(pvba)3(bdc)1.5]11.5DMA11H2O'], 'IVb': ['[Ni3(μ3-OH)(pvba)3(ndc)1.5]15DMA·10H2O'], 'IVc': ['[Ni3(μ3-OH)(pvba)3(bpdc)1.5]·16.5DMA·CH3OH·10.5H2O'], 'Va': ['[Ni3(μ3-OH)(pbpa)3(bdc)1.5]12DMA7CH3OH'], 'Vb': ['[Ni3(μ3-OH)(pbpa)3(ndc)1.5]15DMA20H2O'], 'Vc': ['[Ni3(μ3-OH)(pbpa)3(bpdc)1.5]22DMA28H2O'], 'Vd': ['[Ni3(μ3-OH)(pba)3(edba)1.5]·xG'], 'pzdc': ['pyrazine-2,3-dicarboxylate'], 'dpyg': ['1,2-di(4-pyridyl)glycol']}"
10.1038/ncomms8954,"['FUNKUW', 'FUNLAD', 'FUNLEH']",3,2015,https://www.nature.com/articles/ncomms8954,1,"{'1': '[Zn2(SDC)2(An2Py)](1a)', '2': '[Zn2(SDC)2(An2Py)]·perylene', '3': '[Zn2(SDC)2(An2Py)]·anthracene'}",{}
10.1038/srep06815,"['FOMGEV', 'FOMGEV01', 'FOMGEV02', 'FOMGEV03', 'FOMGEV04', 'FOMNIG', 'FOMNIG01', 'FOMNIG02', 'FOMNIG03', 'FOMNIG04', 'FOMNIG05', 'FOMNIG06', 'FOMNIG07', 'FOMNIG08', 'FOMNIG09', 'FOMNIG10', 'FOMNIG11', 'FOMNIG12']",18,2014,https://www.nature.com/articles/srep06815,1,"{'1': '[Ni3(oba)2(bpe)2(SO4)(H2O)4]·H2O', '2': '[Ni3(oba)2(rctt-tpcb)(SO4)(H2O)4]·H2O'}","{'H2oba': ['4,4′-oxydibenzoic'], 'bpe': ['(E)-1,2-di(pyridin-4-yl)ethane'], '1,4-bpeb': ['1,4-bis((E)-2-(pyridin-4-yl)vinyl)benzene'], '1,3-pda': ['1,3-phenylenediacrylic']}"
10.1038/srep19337,['XAHCOB'],1,2016,https://www.nature.com/articles/srep19337,1,{'MOFNH2-as': '{[(NiLethylamine)(BPDC)]·3H2O}'},{}
