doi,refcodes,count,year,url,name_dicts,compound_dicts
10.1007/s10870-008-9336-8,['JAVQIH01'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9336-8,"{'1': '[C8H6CdO5]n', '2': '[C8H10CdO7]n·4H2O'}",{}
10.1007/s10870-008-9344-8,['WOBNUX'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9344-8,{'1': '[Ag(C6H5NHC6H4SO3)]'},{}
10.1007/s10870-008-9360-8,['UFOMIM'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9360-8,{},"{'N-Eim': ['N-ethylimidazole'], 'bimtp': ['1,5-bis(4-imidazolyl)-3-thiapentane']}"
10.1007/s10870-008-9364-4,['COLMUM'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9364-4,{'1': '[Na(C7H6O4)(H2O)3](C7H5O4)·2H2O'},{}
10.1007/s10870-008-9365-3,['AGEXUG'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9365-3,"{'1': '[Cu(pmt)2]·4H2O', '2': '{[Cu(pmt)2]·2H2O}n'}",{'Hpmt': ['2-(2-pyridylmethylamino)']}
10.1007/s10870-008-9374-2,['AGEWOZ'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9374-2,{},{}
10.1007/s10870-008-9382-2,['COLNEX'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9382-2,{'L': '{[Ag5(L)2(NO3)4](NO3)(CHCl3)2}n'},"{'L': ['2,3-bis(pyrimidine-2-thiomethyl)quinoxaline']}"
10.1007/s10870-008-9387-x,['COLNUN'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9387-x,{'1': '[Cu2(Imt)2(SCN)Cl]n'},{'Imt': ['Imidazolidine-2-thione']}
10.1007/s10870-008-9401-3,['MOLQEK'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9401-3,{'1': '[In(OH)(Hpdc)(H2O)]n'},"{'H3pdc': ['3,5-pyrazole-dicarboxylic']}"
10.1007/s10870-008-9416-9,['GOJNOJ'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9416-9,{'1': '[CuII(trans-chxn)2]3[CoIII(CN)6]2·2H2O'},"{'chxn': ['1,2-diaminocyclohexane']}"
10.1007/s10870-008-9418-7,['DOHJOZ01'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9418-7,{},{}
10.1007/s10870-008-9429-4,['CONZIP'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9429-4,{},"{'bpe': ['1,2-bis(4-pyridyl)ethane']}"
10.1007/s10870-008-9434-7,"['COPBEP', 'COPBIT']",2,2008,https://link.springer.com/article/10.1007/s10870-008-9434-7,"{'1': '[Zn(NIT3-py)(tp)]n', '2': '[Zn(im3-py)(tp)]n'}","{'1': ['[Zn(NIT3-py)(tp)]n'], '2': ['[Zn(im3-py)(tp)]n'], 'NIT3-py': ['2-(3′-pyridyl)-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide'], 'im3-py': ['2-(3′-pyridyl)-4,4,5,5-tetramethylimidazoline-1-oxyl']}"
10.1007/s10870-008-9436-5,"['COPBOZ', 'SAQYEO03']",2,2008,https://link.springer.com/article/10.1007/s10870-008-9436-5,"{'1': '[Cd(tp)(H2O)3]·4H2O', '2': '[Ph4P][Cd(tp)0.5Cl2]·H2O'}",{}
10.1007/s10870-008-9444-5,['POPLOW'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9444-5,{},{}
10.1007/s10870-008-9445-4,['POPLUC'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9445-4,{},{}
10.1007/s10870-008-9448-1,['DOTFUO'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9448-1,{'1': '[Cd(pzdc)(phen)]n'},"{'pydc': ['pyridine-2,3-dicarboxylic'], 'phen': ['1,10-phenanthroline'], 'H2pydc': ['pyridine-2,3-dicarboxylic']}"
10.1007/s10870-008-9461-4,['GERPID02'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9461-4,{'1': '[Zn2(bipy)2(btec)(H2O)2]n'},"{'bipy': ['2,2′-bipyridine'], 'btec': ['1,2,4,5-benzenetetracarboxylate']}"
10.1007/s10870-008-9462-3,"['DOTHEA', 'DOTWAL']",2,2008,https://link.springer.com/article/10.1007/s10870-008-9462-3,"{'1': '{[Tb2(C4H4O5)3·4H2O]·2H2O}n', '2': '{[La2(C4H4O5)3·3H2O]·3H2O}n'}",{}
10.1007/s10870-008-9467-y,['DOTHIE'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9467-y,{'1': '[Co(bim)2(dca2)n]'},{}
10.1007/s10870-008-9484-x,['DUBNEU'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9484-x,"{'1': '[Cu2(pyr2C2)2(OCH3)2(ClO4)2]n', '2': '[Cu2(pyr2C5)2(OCH3)2(ClO4)2]', '3': '[Cu2(pyr2C5)2(OCH3)2(CF3SO3)2]'}",{}
10.1007/s10870-008-9499-3,"['BOYGEC', 'BOYGOM']",2,2008,https://link.springer.com/article/10.1007/s10870-008-9499-3,"{'1': 'AgBF4(4,4′-Dimethyl-2,2′-Bipyridine)(CH3CN)', '2': '(AgBF4)2(4,4′-Dimethyl-2,2′-Bipyridine)3', '3': '[AgBF4(2,2′-Bipyridine)]n-CH2Cl2'}","{'1': ['AgBF4(4,4′-Dimethyl-2,2′-Bipyridine)(CH3CN)'], '2': ['(AgBF4)2(4,4′-Dimethyl-2,2′-Bipyridine)3'], '3': ['[AgBF4(2,2′-Bipyridine)]n-CH2Cl2']}"
10.1007/s10870-008-9500-1,['BOYGUS'],1,2008,https://link.springer.com/article/10.1007/s10870-008-9500-1,{},{'hynca': ['1-hydroxynaphthalene-2-carboxylic']}
10.1007/s10870-009-9547-7,['KUJFOL'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9547-7,{},"{'Trim': ['2,4-diamino-5-(3′,4′,5′-trimethoxybenzyl)']}"
10.1007/s10870-009-9558-4,"['WUMYAF', 'XOJXOK01', 'XOJYAX01']",3,2009,https://link.springer.com/article/10.1007/s10870-009-9558-4,"{'1': '[La(H2O)3(dipic)]2(C2O4)·2H2O', '2': '[Eu2(H2O)4(dipic)(C2O4)2]2·3H2O', '3': '[Ce3(H2O)3(dipic)3(Hdipic)(SO4)]·4H2O'}",{}
10.1007/s10870-009-9560-x,['VUDPOA'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9560-x,{},{}
10.1007/s10870-009-9567-3,['KOGCEP01'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9567-3,"{'1': '[Gd(2,5-pdc)(nic)·H2O]n'}","{'1': ['[Gd(2,5-pdc)(nic)·H2O]n']}"
10.1007/s10870-009-9580-6,['VUDQOB'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9580-6,{},{}
10.1007/s10870-009-9585-1,['YUNFET01'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9585-1,{},{}
10.1007/s10870-009-9638-5,"['FULQOT', 'FULQUZ']",2,2009,https://link.springer.com/article/10.1007/s10870-009-9638-5,"{'2': '[Gd2(2,5-TDC)3(DMF)2H2O]', '1': 'La2(2,5-TDC)3(DMF)2H2O·DMF'}","{'2': ['Gd2(2,5-TDC)3(DMF)2H2O', '[Gd2(2,5-TDC)3(DMF)2H2O]'], '(1)': ['La2(2,5-TDC)3(DMF)2H2O-DMF', '[La2(2,5-TDC)3(DMF)2(H2O)·DMF]'], '(2)': ['Gd2(2,5-TDC)3(DMF)2H2O', '[Gd2(2,5-TDC)3(DMF)2H2O]'], '1': ['La2(2,5-TDC)3(DMF)2H2O·DMF'], '2,5-TDC': ['2,5-thiophenedicarboxylic'], 'DMF': ['N,N′-dimethylformamide']}"
10.1007/s10870-009-9652-7,['NUVREC'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9652-7,"{'2': '[Cd(SCN)2(2-AMP)2]n', '1': 'Zn(NCS)2(2-AMP)2'}","{'2': ['[Cd(SCN)2(2-AMP)2]n'], '1': ['bis(2-aminopyrimidine-N-)-bis(thiocyanato-N)zinc(II)', 'Zn(NCS)2(2-AMP)2'], '2-AMP': ['2-aminopyrimidine']}"
10.1007/s10870-009-9653-6,"['NUVRIG', 'NUVROM']",2,2009,https://link.springer.com/article/10.1007/s10870-009-9653-6,{'2': 'Ag···I'},"{'HQS': ['8-hydroxyquinoline-5-sulfonic'], 'Ferron': ['7-iodo-8-hydroxyquinoline-5-sulfonic']}"
10.1007/s10870-009-9657-2,['NUVSAZ'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9657-2,"{'1': '[Cu(3,5-pdc)(H2O)4·H2O]n'}","{'1': ['[Cu(3,5-pdc)(H2O)4·H2O]n'], '3,5-pdc': ['3,5-pyridinedicarboxylic']}"
10.1007/s10870-009-9666-1,['NUVVIK'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9666-1,{},{}
10.1007/s10870-009-9673-2,['TUWZOB'],1,2009,https://link.springer.com/article/10.1007/s10870-009-9673-2,{'1': 'H2biim'},{}
10.1007/s10870-009-9680-3,['MUQJAK'],1,2010,https://link.springer.com/article/10.1007/s10870-009-9680-3,{'1': '[Ni(L)(mal)2]n'},"{'H-chtc2−': ['cyclohexane-1-carboxylic'], 'bhct': ['1,8-bis(2-hydroxyethyl)-1,3,6,8,10,13-hexaazacyclotetradecane']}"
10.1007/s10870-010-9695-9,"['DISYOU01', 'WUXZUL']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9695-9,"{'1': '[Cu(tmbdc)(NH3)2]n', '2': '{[Cu3(btc)2(NH3)6(H2O)]·2H2O}n'}","{'tmbdc': ['2,3,5,6-tetramethylbenzenedicarboxylate'], 'btc': ['1,3,5-benzenetricarboxylate']}"
10.1007/s10870-010-9697-7,['MUQFEK'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9697-7,{'1': '[Cu(C10H8N2)(HCO2)2]'},{}
10.1007/s10870-010-9700-3,['ERINIC12'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9700-3,{'1': '[Er(IN)3(H2O)2]n'},{}
10.1007/s10870-010-9706-x,"['MUQGOV', 'MUQGUB', 'MUQHAI', 'MUQHEM']",4,2010,https://link.springer.com/article/10.1007/s10870-010-9706-x,"{'La-1': '{La(C15H11N3)(H2O)3}2[Pt(CN)4]3·2CH3CN·2H2O', 'Pr-2': '{Pr(C15H11N3)(H2O)3}2[Pt(CN)4]3·2H2O', 'Ho-3': 'Ho(C15H11N3)(H2O)2(NO3)[Pt(CN)4]·CH3CN', 'Yb-4': 'Yb(C15H11N3)(H2O)2(NO3)[Pt(CN)4]·0.5CH3CN·1.5H2O'}",{}
10.1007/s10870-010-9711-0,['SADDOS'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9711-0,{},{}
10.1007/s10870-010-9712-z,['SADFAG'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9712-z,"{'II': '[Zn(2-BrC6H4COO)2(mnad)]2', 'I': '[Zn(2-BrC6H4COO)2]n'}","{'II': ['[Zn(2-BrC6H4COO)2(mnad)]2'], 'I': ['[Zn(2-BrC6H4COO)2]n']}"
10.1007/s10870-010-9720-z,['FULVAK'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9720-z,{'1': '[Eu2(phen)2(BIPA)3]·2H2O'},{'BIPA': ['5-bromoisophthalate']}
10.1007/s10870-010-9729-3,['PADHOT'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9729-3,"{'1': '[Cd(L)1.5(NO3)2]n·2nCHCl3', '1a': '[Cd(L)1.5(NO3)2]·EtOH'}","{'L': ['3,3′-bipyridyl']}"
10.1007/s10870-010-9731-9,['TUXGAV'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9731-9,{},{}
10.1007/s10870-010-9747-1,['NAKGUD'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9747-1,"{'1': '[(C2H2N2S2)2HgCl2]', '2': '[(C2HN2S2)HgCl]'}",{}
10.1007/s10870-010-9750-6,['NAKHEO'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9750-6,{'1': '[Mn(H2O)2(nbdc)]n'},{'H2nbdc': ['2-aminoterephthalic']}
10.1007/s10870-010-9767-x,['LAKYAZ'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9767-x,{'1': '[Co(MPDCO)(bix)0.5(H2O)2]n'},"{'bix': ['1,4-bis(imidazol-1-ylmethyl)-benzene']}"
10.1007/s10870-010-9772-0,['LAKYUT'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9772-0,"{'1': 'K[(Ar-DAB)GaIII(H){N(Ar)C=NAr}]', '3': '[K(OEt2)3][(Ar-DAB)GaII(CH2Ph)GaII(Ar-DAB)]', '2': '[K(18-crown-6)][(Ar-DAB)GaIII{N(H)N=Fl}{(H)Fl}]'}",{'2': ['[K(18-crown-6)][(Ar-DAB)GaIII{N(H)N=Fl}{(H)Fl}]']}
10.1007/s10870-010-9781-z,['LALBOR'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9781-z,{'1': '{[Cu(phen)][Pt(CN)4]}n'},"{'phen': ['1,10-phenanthroline'], 'pn': ['1,3-diaminopropane']}"
10.1007/s10870-010-9796-5,['EJAGUS'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9796-5,{'1': '[Cu(ppca′)2(H2O)(HgI2)](H2O)'},"{'ppca′': ['3,4′-bipyridine-6-carboxylic']}"
10.1007/s10870-010-9800-0,"['CANYIA01', 'HOTREO01']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9800-0,"{'1': '[Cu(2,2′-Bpy)(μ-adipate-H2)(H2O)].n2.H2O', '2': '[Cu2(2,2′-bpy)2(μ-adipate-H)2(μ-adipate-H2)]·3H2O'}","{'2': ['[Cu2(2,2′-bpy)2(μ-adipate-H)2(μ-adipate-H2)]·3H2O'], '1': ['[Cu(2,2′-Bpy)(μ-adipate-H2)(H2O)].n2.H2O']}"
10.1007/s10870-010-9813-8,['EJALUX'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9813-8,{},{}
10.1007/s10870-010-9821-8,['OMODAW'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9821-8,{},{'H2L': ['1-(4-Hydroxyphenyl)-5-thioacetatetetrazole']}
10.1007/s10870-010-9831-6,"['OMUYUR', 'QAPLEY02']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9831-6,"{'1': '[CuI(bipy)1/2Cl]n', '2': '{[(CuII)4(phen)4(SSA)2Cl2](H2O)2(DMF)2}n'}","{'bipy': ['4,4′-bipyridine'], 'phen': ['1,10-phenanthroline'], 'H3SSA': ['5-sulfosalicylic', '5-sulfo'], 'DMF': ['N,N-dimethylformamide']}"
10.1007/s10870-010-9834-3,['OMUZIG'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9834-3,{'1': '[Cd(NCS)2(TPPO)]n'},{}
10.1007/s10870-010-9838-z,"['JOFBIQ01', 'ONABUB']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9838-z,"{'1': '[Zn(dpa)V2O6]', '2': '[Cu(dpa)V2O6]·H2O'}","{'dpa': ['2,2′-dipyridylamine']}"
10.1007/s10870-010-9841-4,"['NAKLIW', 'XUBLUC01']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9841-4,{},{}
10.1007/s10870-010-9842-3,['ALONIZ'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9842-3,{'1': '[Sm2(C6H5COO)6(CH3OH)3]·CH3OH'},{}
10.1007/s10870-010-9863-y,"['ALUNAX', 'ALUNEB']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9863-y,"{'1': '[Pr2(APA)2(HAPA)2(phen)2]n', '2': '[Eu2(APA)2(HAPA)2(phen)2]n'}","{'H2APA': ['5-aminoisophthalic'], 'phen': ['1,10-Phenanthroline']}"
10.1007/s10870-010-9874-8,['AMAKOP'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9874-8,{'1': '[Ni2(L)(H2btec)]n'},{}
10.1007/s10870-010-9900-x,"['AMEQOZ', 'AMEQUF']",2,2010,https://link.springer.com/article/10.1007/s10870-010-9900-x,"{'1': '[Cd(1,2′-cy)(btx)0.5H2O]n', '2': '{[Ni(1,2′-cy)(2,2′-bipy)(H2O)2]·3H2O}n'}","{'1': ['[Cd(1,2′-cy)(btx)0.5H2O]n'], '2': ['{[Ni(1,2-cy)(2,2′-bipy)(H2O)2]·3H2O}n', '{[Ni(1,2′-cy)(2,2′-bipy)(H2O)2]·3H2O}n'], '1,2′-cy': ['4-cyclohexene-1,2-dicarboxylate'], 'btx': ['1,4-bis(triazol-1-ylmethyl)benzene'], '2,2′-bipy': ['2,2′-bipyridine']}"
10.1007/s10870-010-9915-3,['EMECOP'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9915-3,"{'4': '[Ag2(NCS)2(dpds)2]n', '1': '[AgI2(NCS)2(dpds)2]n'}","{'dpds': ['2,2′-dipyridyldisulfide']}"
10.1007/s10870-010-9916-2,['EMECUV'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9916-2,{'1': '{[NH2(CH3)2]4[Zn(hip)2](SO4)}n'},{}
10.1007/s10870-010-9930-4,['UPIVOF'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9930-4,{},{}
10.1007/s10870-010-9934-0,['UPIWOG'],1,2010,https://link.springer.com/article/10.1007/s10870-010-9934-0,{'1': 'CH3O'},{}
10.1007/s10870-010-9942-0,['UPIXIB'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9942-0,{'1': '[Cd2(2-mBIM)2Cl2(C4H4O4)(H2O)2(H2O)]n'},"{'1': ['[Cd2(2-mBIM)2Cl2(C4H4O4)(H2O)2(H2O)]n'], '2-mBIM': ['bis(2-methylimidazo-1-yl)']}"
10.1007/s10870-010-9944-y,['UPIXOH'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9944-y,{'1': '[Cu2(btec)(bpo)2(H2O)2]·8H2O'},{}
10.1007/s10870-010-9945-x,"['UPIXUN', 'UPIYAU']",2,2011,https://link.springer.com/article/10.1007/s10870-010-9945-x,"{'1': '[Cd(C4H4O6)]n', '2': '[Mn2(C4H4O6)2(H2O)]n'}",{}
10.1007/s10870-010-9948-7,['UPIYOI'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9948-7,{},"{'(1)': ['[Cd(PDA)0.5(2,2′-bpy)Cl](H2PDA)'], 'H2PDA': ['1,4-phenylenediacetic'], '2,2′-bpy': ['2,2′-bipyridine'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10870-010-9953-x,['UPIZOJ'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9953-x,"{'1': '(H2NIPA),[Cs4(NIPA)2(H2O)7]n'}","{'bipy': ['2,2′-bipyridine'], 'phen': ['1,10-phenanthroline'], 'H2NPA': ['3-nitrophthalic']}"
10.1007/s10870-010-9961-x,['AMEPOY'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9961-x,{},{}
10.1007/s10870-010-9962-9,['UPOVOL'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9962-9,{'1': '[Er(tci)(H2O)]·DMF·2H2O'},{}
10.1007/s10870-010-9965-6,['UPOVEB'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9965-6,{'I': '[(Tp)2FeIII2(CN)6Zn·2H2O]n'},{}
10.1007/s10870-010-9968-3,['UPOTUP'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9968-3,{'1': '{[Cd3(NDSC)2(H2O)10]·6H2O}n'},{}
10.1007/s10870-010-9969-2,['UPOTOJ'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9969-2,{'1': 'Eu(oba)2(phen)'},"{'oba': ['4,4′-oxybis'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10870-010-9973-6,['URIVEX'],1,2011,https://link.springer.com/article/10.1007/s10870-010-9973-6,{},{}
10.1007/s10870-011-0001-2,['URIWEY'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0001-2,{},"{'HL': ['1H-1,2,4-triazole-1-methylene-1H-benzimidazole-1-acetic'], 'Tmbz': ['1H-1,2,4-triazole-1-methylene-1H-benzimidazole']}"
10.1007/s10870-011-0002-1,['OMODIE'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0002-1,{'1': '([AgGd(pyzc)2(ox)·H2O)]'},{'pyzc': ['Pyrazine-2-carboxylate']}
10.1007/s10870-011-0005-y,['URIWIC'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0005-y,"{'I': '[Cd2(H2dtpc)2(H2O)6]', 'II': '[Cd(H2dtpc)(2,2′-bpy)(H2O)]n'}","{'II': ['[Cd(H2dtpc)(2,2′-bpy)(H2O)]n'], 'bpy': ['2,2′-bipyridine']}"
10.1007/s10870-011-0064-0,['AWEMUL'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0064-0,{},{}
10.1007/s10870-011-0071-1,['AWEPIC'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0071-1,{},{'MENP': ['2-[2-(methylamino)ethyliminomethyl]-4-nitrophenolate']}
10.1007/s10870-011-0076-9,['OVUJEV'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0076-9,{},"{'salen': ['N,N′-ethylenebis(salicylideneiminato)dianion']}"
10.1007/s10870-011-0105-8,['OWAGEZ'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0105-8,"{'1': 'n-Bu2Sn(2-methyl-3,5-dinitrobenzoato)2', '2': '(CF3COO)2MeSnC(SiMe3)2SiMe2CH2CH2Me2Si(Me3Si)2CSnMe(OCOCF3)2', '3': 'n-Bu2Sn(2,3,4,5-tetrafluorobenzoato)2'}","{'1': ['n-Bu2Sn(2-methyl-3,5-dinitrobenzoato)2'], '3': ['n-Bu2Sn(2,3,4,5-tetrafluorobenzoato)2']}"
10.1007/s10870-011-0111-x,['AMIYEB01'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0111-x,"{'1': '{[Yb(1,4-BDC)1.5(H2O)4]H2O}n'}","{'1': ['{[Yb(1,4-BDC)1.5(H2O)4]H2O}n'], '1,4-BDC': ['1,4-benzenedicarboxylate']}"
10.1007/s10870-011-0112-9,['XUWRIR01'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0112-9,"{'1': '[Zn(Hdpa)2(2,2′-bipy)]2', '2': 'H2dpa=2,2′-biphenyldicarboxylate'}","{'1': ['[Zn(Hdpa)2(2,2′-bipy)]2'], '2': ['H2dpa=2,2′-biphenyldicarboxylate', '[Mn(dpa)(4,4′-bipy)]n'], 'H2dpa': ['2,2′-biphenyldicarboxylate', '2,2′-biphenyldicarboxylate:'], '2,2′-dpdc': ['2,2′-diphenyldicarboxylate'], 'bpdc': ['biphenyl-2,2′-dicarboxylate']}"
10.1007/s10870-011-0115-6,['EXONIP'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0115-6,"{'1a': '[1,10-Hphen]2Pt(CN)4·2H2O', '1b': '[2,2′-Hbipy]2Pt(CN)4·2H2O', '2': 'K2[Pt(CN)4]·2phen'}","{'1a': ['[1,10-Hphen]2Pt(CN)4·2H2O', '1,10-phenanthrolinium'], '1b': ['[2,2′-Hbipy]2Pt(CN)4·2H2O', '2,2′-bipyridinium'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10870-011-0123-6,['OVUKIA'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0123-6,"{'1': '{[Cu2(pztc)·(py)2·(H2O)3]·4H2O}n', '2': '{[Cd2(pztc)·(py)5·H2O]·5H2O·py}n', '3': '{[Co2(pztc)·(py)2·4H2O]·4H2O}n', '4': '{Cu2.5(pztc)(py)8(NO3−)·10H2O}n', '5': '{[Cd(H2pztc)(H2O)2]·2H2O}n', '6': '{[Mn(H2pztc)(H2O)2]·2H2O}n', '7': '[Mn(H2O)6][H2pztc]'}",{}
10.1007/s10870-011-0124-5,['EXOREP'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0124-5,{},"{'X': ['4′-methoxy-7-hydroxyisoflavone-3′-sulfonate', '4′-meth-oxy-7-hydroxyisoflavone-3′-sulfonate', '4′-Methoxy-7-Hydroxyisoflavone-3′-Sulfonate']}"
10.1007/s10870-011-0127-2,['EXOSEQ'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0127-2,"{'1': '[Mg(atza)2(H2O)4]', '2': '[Ca(atza)2(H2O)4]', '3': '[Sr(atza)2(H2O)3].2H2O'}",{}
10.1007/s10870-011-0131-6,['OXUVIN01'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0131-6,"{'1': '[Ni(C12H8NO2)2(H2O)2]n', '2': '{[Ni(pbc)2(H2O)]·H2O}n'}",{'Hpbc': ['3-Pyrid-3-ylbenzoic']}
10.1007/s10870-011-0132-5,"['EXUMUG', 'EXUNAN']",2,2011,https://link.springer.com/article/10.1007/s10870-011-0132-5,{},{}
10.1007/s10870-011-0138-z,"['EXUQUK', 'EXURAR', 'EXUREV', 'EXURIZ', 'EXUROF']",5,2011,https://link.springer.com/article/10.1007/s10870-011-0138-z,"{'4': '[Sm(OAc)SO4(H2O)2]n', '1': '[La(OAc)SO4(H2O)2]n', '2': '[Pr(OAc)SO4(H2O)2]n', '3': '[Nd(OAc)SO4(H2O)2]n', '5': '[Eu(OAc)SO4(H2O)2]n'}",{}
10.1007/s10870-011-0139-y,"['GALXOI', 'GALXUO', 'GALYAV']",3,2011,https://link.springer.com/article/10.1007/s10870-011-0139-y,"{'I': 'Ag2Cu(pzc)2MOxF6−x', 'II': 'Ag2Cu(pzc)2WO2F4', 'III': 'Ag2Cu(pzc)2NbOF5'}","{'pzc': ['pyrazine-2-carboxylate'], 'bpy': ['4,4′-bipyridine']}"
10.1007/s10870-011-0143-2,"['GALXAU', 'GALXEY', 'GALXIC']",3,2011,https://link.springer.com/article/10.1007/s10870-011-0143-2,"{'1': '[Ni(bbbm)(L1)2]n', '2': '[Ni(bbbm)(L2)2]n', '3': '{[Co(bbbm)(L3)]·H2O}n'}","{'bbbm': ['1,4-bis(N-benzimidazolyl)'], 'HL1': ['4-bromobenzoic'], 'HL2': ['3-methylbenzoic']}"
10.1007/s10870-011-0145-0,"['EYANEY', 'EYANIC']",2,2011,https://link.springer.com/article/10.1007/s10870-011-0145-0,"{'1': '[Zn2(L1)2(μ1,1-N3)(μ1,3-N3)]n', '2': '[Zn2(L2)2(μ1,1-N3)(μ1,3-N3)]n'}","{'HL1': ['2-bromo-4-chloro-6-[(2-isopropylaminoethylimino)methyl]phenol'], 'HL2': ['2,4-dibromo-6-[(2-isopropylaminoethylimino)methyl]phenol']}"
10.1007/s10870-011-0156-x,['ABULUG'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0156-x,"{'1': '[Cd2(dpe)3(H2O)8]·(dpe)·(hssal)2·(H2O)2', '2': '[Mn(dpe)2(Hpcmb)2·(H2O)2]'}","{'dpe': ['trans-1,2-di(4-pyrindyl)ethylene']}"
10.1007/s10870-011-0167-7,['ZAXLUH'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0167-7,{},{}
10.1007/s10870-011-0177-5,['HALFUX'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0177-5,{'1': '[Co(L)2Cl2]∞'},"{'L': ['9,10-bis(triazol-1-ylmethyl)anthracene']}"
10.1007/s10870-011-0180-x,['HALHEJ'],1,2011,https://link.springer.com/article/10.1007/s10870-011-0180-x,{'1': 'H2L1'},"{'L1': ['N-(4-carboxyphenyl)-trimellitimide'], 'H2L1': ['N-(4-carboxyphenyl)-trimellitimide']}"
