doi,refcodes,count,year,urls,url,flags,name_dicts,compound_dicts
10.1016/S0277-5387(03)00107-4,"['JAGPOX', 'JAGPUD']",2,2003,https://api.elsevier.com/content/article/pii/S0277538703001074,https://www.sciencedirect.com/science/article/pii/S0277538703001074,1,"{'1': '[Cd2(2,2′-bpy)2(ip)2]n', '2': '[Zn2(2,2′-bpy)2(ip)2]n'}","{'1': ['[Cd2(2,2′-bpy)2(ip)2]n'], '2': ['[Zn2(2,2′-bpy)2(ip)2]n']}"
10.1016/j.molstruc.2015.09.031,['LUXGUI'],1,2016,https://api.elsevier.com/content/article/pii/S0022286015302945,https://www.sciencedirect.com/science/article/pii/S0022286015302945,1,"{'1': '[MnIII(5-Brsalen)(4,4-bipy)]·ClO4·CH3OH'}","{'1': ['[MnIII(5-Brsalen)(4,4-bipy)]·ClO4·CH3OH']}"
10.1016/j.molstruc.2010.03.074,"['MUTJIV', 'MUTJOB']",2,2010,https://api.elsevier.com/content/article/pii/S0022286010003121,https://www.sciencedirect.com/science/article/pii/S0022286010003121,1,"{'2': 'Cd(tbpc)(H2O)', '(1)': '[Zn(tbpc)]n', '1': '[Zn(tbpc)]n'}",{}
10.1016/j.inoche.2019.107713,['WIZXOV01'],1,2020,https://api.elsevier.com/content/article/pii/S1387700319311499,https://www.sciencedirect.com/science/article/pii/S1387700319311499,1,{},{}
10.1016/j.jssc.2020.121654,"['QUYKUT', 'QUYLAA', 'QUYLEE', 'QUYLII', 'QUYLOO', 'QUYLUU', 'QUYMAB', 'QUYMEF', 'QUYMIJ', 'QUYMOP']",10,2020,https://api.elsevier.com/content/article/pii/S0022459620304849,https://www.sciencedirect.com/science/article/pii/S0022459620304849,1,"{'1': '[La(bpdc)(suc)0.5(H2O)]nn2O', '2': '[Ce(bpdc)(suc)0.5(H2O)]nn2O', '3': '[Pr(bpdc)(suc)0.5(H2O)]nn2O', '4': '[Nd(bpdc)(suc)0.5(H2O)]nn2O', '5': '[Ce2(bpdc)2(1,3-bdc)(H2O)]nn2O', '6': '[Pr2(bpdc)2(1,3-bdc)(H2O)]nn2O', '7': '[Nd2(bpdc)2(1,3-bdc)(H2O)]nn2O', '8': '[Ce4(bpdc)4(1,4-bdc)2(H2O)3]nn2O', '9': '[Pr4(bpdc)4(1,4-bdc)2(H2O)3]nn2O', '10': '[Nd4(bpdc)4(1,4-bdc)2(H2O)3]nn2O'}","{'5': ['[Ce2(bpdc)2(1,3-bdc)(H2O)]nn2O'], '6': ['[Pr2(bpdc)2(1,3-bdc)(H2O)]nn2O'], '7': ['[Nd2(bpdc)2(1,3-bdc)(H2O)]nn2O'], '8': ['[Ce4(bpdc)4(1,4-bdc)2(H2O)3]nn2O'], '9': ['[Pr4(bpdc)4(1,4-bdc)2(H2O)3]nn2O'], '10': ['[Nd4(bpdc)4(1,4-bdc)2(H2O)3]nn2O'], '\u200b': ['\u200b2,2′-bipyridine-6,6′-dicarboxylic', '\u200bbenzene-1,3-dicarboxylic', '\u200bbenzene-1,4-dicarboxylic']}"
10.1016/j.molstruc.2005.04.022,"['FONCUH02', 'LARQUR']",2,2005,https://api.elsevier.com/content/article/pii/S0022286005003212,https://www.sciencedirect.com/science/article/pii/S0022286005003212,1,{},{}
10.1016/j.molstruc.2010.01.056,"['NUSSEA', 'NUSSIE', 'NUSSOK']",3,2010,https://api.elsevier.com/content/article/pii/S0022286010000931,https://www.sciencedirect.com/science/article/pii/S0022286010000931,1,"{'1': '[Zn2(H2O)4(BTC)]·3H2O', '2': '[Cd2(H2O)4(BTC)]·2H2O', '3': '[Y2(H2O)6(H2BTC)(BTC)]·5H2O'}",{}
10.1016/S0162-0134(01)00371-3,['WUGFAF'],1,2002,https://api.elsevier.com/content/article/pii/S0162013401003713,https://www.sciencedirect.com/science/article/pii/S0162013401003713,1,"{'1': '{Cu(H2ct)Cl}2', '2': '[Cu(Hct)]n·3nH2O'}",{}
10.1016/j.poly.2021.115278,['OFODET01'],1,2021,https://api.elsevier.com/content/article/pii/S0277538721002606,https://www.sciencedirect.com/science/article/pii/S0277538721002606,1,{},{}
10.1016/j.inoche.2006.05.004,['MEKVAA'],1,2006,https://api.elsevier.com/content/article/pii/S1387700306001729,https://www.sciencedirect.com/science/article/pii/S1387700306001729,1,{'1': '(H2NCH2CH2NH2)0.5MnSeO3'},{}
10.1016/j.poly.2013.12.021,"['NEYYOH01', 'NODLAV', 'NODLID']",3,2014,https://api.elsevier.com/content/article/pii/S0277538713008310,https://www.sciencedirect.com/science/article/pii/S0277538713008310,1,"{'1': '[Ni(H2O)6](HTBA)2.2Н2О', '2': 'Ni(H2O)2(HTBA-O,S)2', '3': 'Co(H2O)2(HTBA-O,S)2', '4': 'Fe(H2O)2(HTBA-O,S)2'}",{}
10.1016/S1387-7003(01)00170-8,"['QUDKIJ', 'QUDKOP']",2,2001,https://api.elsevier.com/content/article/pii/S1387700301001708,https://www.sciencedirect.com/science/article/pii/S1387700301001708,1,"{'1': '[Ag(tren)]NO3', '2': '[Ag(baep)]NO3MeOH'}","{'baep': ['1,4-bis(2-aminoethyl)-piperazine']}"
10.1016/j.molstruc.2021.131940,['GAPPOG'],1,2022,https://api.elsevier.com/content/article/pii/S0022286021020615,https://www.sciencedirect.com/science/article/pii/S0022286021020615,1,{'II': 'EuIII'},"{'9,10-H2adc': ['9,10-anthracenedicarboxylic'], 'H2bdc': ['1,4-benzenedicarboxylic'], 'Htabc': ['4-(1-1,2,4-triazolyl)benzoic'], 'H2bpydb': ['4,4ʹ-(4,4ʹ-bipyridine-2,6-diyl)dibenzoic'], 'H2dcpa': ['4,5-dichlorophthalic']}"
10.1016/j.poly.2005.06.026,"['TAYMUC', 'TAYNAJ', 'TAYNEN']",3,2005,https://api.elsevier.com/content/article/pii/S0277538705004316,https://www.sciencedirect.com/science/article/pii/S0277538705004316,1,"{'1': '{[Co(bpp)(OH-BDC)]·H2O}n', '2': '[Ni(bpp)1.5(H2O)(OH-BDC)]n', '3': '{[Cd(bpp)(H2O)(OH-BDC)]·2H2O}n'}",{}
10.1016/j.inoche.2011.01.025,['ITIZUH'],1,2011,https://api.elsevier.com/content/article/pii/S1387700311000359,https://www.sciencedirect.com/science/article/pii/S1387700311000359,1,{'1': 'ZnII7(btc-NO2)4(bpp)2(μ3-OH)2(H2O)2'},{'1': ['ZnII7(btc-NO2)4(bpp)2(μ3-OH)2(H2O)2']}
10.1016/j.poly.2016.03.060,"['ALISAR', 'ALISEV', 'ALISOF', 'ALISUL']",4,2016,https://api.elsevier.com/content/article/pii/S0277538716300717,https://www.sciencedirect.com/science/article/pii/S0277538716300717,1,"{'1': '[Ag2(μ-dppm)2(phen)2](NO3)2', '2': '{[Ag2(dppm)2(μ-bpp)](ClO4)2}n', '3': '[Ag4(dppm)4(μ-dpe)(CH3CN)2](BF4)4·(H2O)·(CH3CN)', '4': '{[Ag(μ-dppe)(dicnq)](BF4)·(DMF)}n', '5': '{[Ag(μ-dppe)(dmapym)](BF4)}n', '6': '[Ag2(μ-dppb)2](BF4)2', '7': '{[Ag(μ-dppb)(phen)](BF4)·(CH3CN)}n'}",{}
10.1016/j.inoche.2006.06.015,['HEVRAC'],1,2006,https://api.elsevier.com/content/article/pii/S1387700306002358,https://www.sciencedirect.com/science/article/pii/S1387700306002358,1,{'1': 'Mg0.5Cd[O3PCH(OH)CO2]'},{}
10.1016/j.inoche.2016.08.006,['IVIWOB'],1,2016,https://api.elsevier.com/content/article/pii/S1387700316302611,https://www.sciencedirect.com/science/article/pii/S1387700316302611,1,{},{}
10.1016/j.molstruc.2021.131902,['GAPQAT'],1,2022,https://api.elsevier.com/content/article/pii/S002228602102024X,https://www.sciencedirect.com/science/article/pii/S002228602102024X,1,{},{}
10.1016/j.jssc.2022.122881,"['FAQTEA', 'FAQTIE']",2,2022,https://api.elsevier.com/content/article/pii/S0022459622000056,https://www.sciencedirect.com/science/article/pii/S0022459622000056,1,{},{}
10.1016/j.ica.2020.119540,['UGIYER'],1,2020,https://api.elsevier.com/content/article/pii/S0020169320300013,https://www.sciencedirect.com/science/article/pii/S0020169320300013,1,{'1': '{[Co(BIDPE)(suc)]·3H2O}n'},{}
10.1016/j.poly.2015.01.039,"['HOVPUF', 'HOVQAM', 'HOVQEQ']",3,2015,https://api.elsevier.com/content/article/pii/S0277538715000662,https://www.sciencedirect.com/science/article/pii/S0277538715000662,1,"{'1': '{H[CoL3]·4.17MeOH·13.3H2O}n', '2': '{[Co(HL)3(H2O)2](ClO4)2·2H2O}n', '3': '{[Co(HL)2(H2O)2]Cl2}n'}",{}
10.1016/j.inoche.2019.107585,['NOYBUB'],1,2019,https://api.elsevier.com/content/article/pii/S1387700319307567,https://www.sciencedirect.com/science/article/pii/S1387700319307567,1,{'1': '{[Co3(TTTMB)4(SCN)6]·3.5H2O}n'},{'pybma': ['2-(2-pyridinyl-benzimidazolyl)']}
10.1016/j.ica.2018.06.054,['RIGROR'],1,2018,https://api.elsevier.com/content/article/pii/S0020169318304687,https://www.sciencedirect.com/science/article/pii/S0020169318304687,1,"{'1': '[Cu(L)(Cl)(µ-Cl)]2', '2': '[Cu2(L)2(N3)3(µ-N3)]n', '3': 'Co(A)Cl2'}","{'A': ['bis-(3,5-dimethyl-pyrazol-1-ylmethyl)-naphthalen-1-ylmethyl-amine']}"
10.1016/j.molstruc.2010.03.048,['WURRUX'],1,2010,https://api.elsevier.com/content/article/pii/S0022286010002759,https://www.sciencedirect.com/science/article/pii/S0022286010002759,1,"{'8': '[Zn2(L)(CO3)]Br2·7H2O', '9': '[Zn2(L)(CO3)]Br2·0.5CH3COCH3·5H2O', '1': '[Zn2(L)Br2](ClO4)2', '2': '[Cu2(L)Br2]Br2·2H2O', '3': '[Cu2(L)(H2O)2](ClO4)4·1.03H2O', '4': '[Cu6(L)3(H2O)2Br2(N3)](ClO4)9·2H2O', '5': '[Cu4(L)2Br4(im)2]Br2·15H2O', '6': '[Cu2(L)(bpy)2](ClO4)4·2bpy·2H2O', '7': '[Cu2(L)(tp)]Br2·6H2O'}",{}
10.1016/S0020-1693(02)01237-9,"['XUZMUA', 'XUZNAH']",2,2003,https://api.elsevier.com/content/article/pii/S0020169302012379,https://www.sciencedirect.com/science/article/pii/S0020169302012379,1,"{'1': '[Ag3(L1)2(NO3)2]n(PF6)n', '2': '[Ag(L2)]n(PF6)n'}",{}
10.1016/j.inoche.2015.01.007,['XUGZOQ'],1,2015,https://api.elsevier.com/content/article/pii/S1387700315000088,https://www.sciencedirect.com/science/article/pii/S1387700315000088,1,{},{}
10.1016/S0022-2860(03)00349-1,['INIYEJ01'],1,2004,https://api.elsevier.com/content/article/pii/S0022286003003491,https://www.sciencedirect.com/science/article/pii/S0022286003003491,1,"{'1': '[Cu2(btec)(2,2′-bipy)2]∞'}","{'1': ['[Cu2(btec)(2,2′-bipy)2]∞']}"
10.1016/j.molstruc.2014.09.025,['POMCAX'],1,2015,https://api.elsevier.com/content/article/pii/S0022286014009260,https://www.sciencedirect.com/science/article/pii/S0022286014009260,1,{'1': '[Cu(sbpc)(phen)(H2O)]⋅H2O'},{}
10.1016/j.molstruc.2005.04.017,['EMIDEJ01'],1,2005,https://api.elsevier.com/content/article/pii/S0022286005003066,https://www.sciencedirect.com/science/article/pii/S0022286005003066,1,{'1': 'C20H25Ca2.50O18.50'},{'L': ['4-cyanobenzoic']}
10.1016/j.poly.2017.02.012,"['FAKJIN', 'FASDEL', 'FASDIP', 'FASDOV', 'FASDUB', 'FASFAJ']",6,2017,https://api.elsevier.com/content/article/pii/S0277538717301225,https://www.sciencedirect.com/science/article/pii/S0277538717301225,1,"{'1': '{[ZnL(tp)]·2H2O}n', '2': '[ZnL(ndc)]n', '3': '{[ZnL(ip)]·DMF}n', '4': '[Cd(L)0.5(tp)]n', '5': '{[CdL(ndc)]·0.625DMF}n', '6': '[CdL(ip)]n'}",{}
10.1016/j.ica.2014.08.055,"['FUGGAR', 'FUGGEV', 'FUGGIZ']",3,2014,https://api.elsevier.com/content/article/pii/S0020169314005647,https://www.sciencedirect.com/science/article/pii/S0020169314005647,1,"{'1': 'Co(L)(N3)·2H2O', '2': 'Mn(L)(N3)·2H2O', '3': 'Cu(L)(N3)·H2O'}",{}
10.1016/j.poly.2018.07.031,"['UFIBAP', 'UFIBET']",2,2018,https://api.elsevier.com/content/article/pii/S027753871830425X,https://www.sciencedirect.com/science/article/pii/S027753871830425X,1,"{'1': '{[1,4-bpebH2][Zn(H2O)(1,3,5-HBTC)(μ-1,3,5-HBTC)]·2H2O}n', '2': '{[1,4-bpebH2][Zn(1,3,5-HBTC)(η,η,η-μ3-1,3,5-HBTC)]·1.5H2O}n'}","{'1': ['{[1,4-bpebH2][Zn(H2O)(1,3,5-HBTC)(μ-1,3,5-HBTC)]·2H2O}n'], '2': ['{[1,4-bpebH2][Zn(1,3,5-HBTC)(η,η,η-μ3-1,3,5-HBTC)]·1.5H2O}n'], 'L': ['N,N′-bis(3-pyridyl)succinamide'], '1,2,3-H3BTA': ['1,2,3-benzenetricarboxylic'], 'btb': ['4,4′-bis(1,2,4-triazolyl-1-yl)-biphenyl'], 'H3nbta': ['5-nitro-1,2,3-benzenetricarboxylic']}"
10.1016/j.ica.2009.09.037,"['QUGZEY', 'QUGZIC']",2,2009,https://api.elsevier.com/content/article/pii/S002016930900574X,https://www.sciencedirect.com/science/article/pii/S002016930900574X,1,"{'1': 'Zn(TPB)0.5(NCS)2', '2': 'Zn(TPB)(N3)2'}",{}
10.1016/j.poly.2010.04.030,['BUZHUA'],1,2010,https://api.elsevier.com/content/article/pii/S0277538710002354,https://www.sciencedirect.com/science/article/pii/S0277538710002354,1,{'1': 'CuA2B2'},"{'A': ['5-fluorosalicylic', '5-fluorosalicylate'], 'B': ['3-pyridylmethanol']}"
10.1016/j.molstruc.2007.08.032,"['JOCLAP', 'JOCLET', 'JOCLIX', 'JOCLOD']",4,2008,https://api.elsevier.com/content/article/pii/S0022286007006059,https://www.sciencedirect.com/science/article/pii/S0022286007006059,1,"{'1': '{[Co(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '2': '{[Zn(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '3': '{[Cd(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '4': '{[Co(3,3′-bpy)2(H2O)2](NO3)2}'}","{'1': ['{[Co(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '[Co(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy'], '2': ['{[Zn(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '[Zn(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy'], '3': ['{[Cd(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy}', '[Cd(H2O)4(3,3′-bpy)](ClO4)2·23,3′-bpy'], '4': ['{[Co(3,3′-bpy)2(H2O)2](NO3)2}']}"
10.1016/j.ica.2013.09.039,"['BIPFOX', 'BIPFUD', 'BIPGAK', 'BIPHAL']",4,2014,https://api.elsevier.com/content/article/pii/S0020169313005240,https://www.sciencedirect.com/science/article/pii/S0020169313005240,1,"{'2': 'Co(1)', '3': 'Ni(2)'}",{}
10.1016/j.poly.2011.12.012,['BEBTAF'],1,2012,https://api.elsevier.com/content/article/pii/S0277538711007704,https://www.sciencedirect.com/science/article/pii/S0277538711007704,1,"{'3': '6-(4-isopropyl-4-methyl-4,5-dihydro-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '1': '6-(4-Isopropyl-1,4-dimethyl-4,5-dihydro-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '5': '[CuL((S)-(−)-1)(MeOH)]Cl', '6': '[CuL((±)-1)]Br', '7': '[CuL((±)-1)(MeCN)2]SbF6', '8': '[Co(L((±)-1))2(EtOH)4](CoCl2)2'}","{'3': ['(±)-6-(4-Isopropyl-4-methyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '(R)-6-(4-Isopropyl-4-methyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '(S)-6-(4-Isopropyl-4-methyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '6-(4-isopropyl-4-methyl-4,5-dihydro-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic'], '1': ['(±)-6-(4-Isopropyl-1,4-dimethyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '(R)-6-(4-Isopropyl-1,4-dimethyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '(S)-6-(4-Isopropyl-1,4-dimethyl-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic', '6-(4-Isopropyl-1,4-dimethyl-4,5-dihydro-1H-imidazol-5-on-2yl)pyridin-2-carboxylic', '6-(4-Isopropyl-1,4-dimethyl-4,5-dihydro-1H-imidazol-5-on-2-yl)pyridine-2-carboxylic']}"
10.1016/j.molstruc.2015.01.004,"['VOXPOP', 'VOXPUV', 'VOXQAC']",3,2015,https://api.elsevier.com/content/article/pii/S0022286015000101,https://www.sciencedirect.com/science/article/pii/S0022286015000101,1,{},{}
10.1016/j.dyepig.2021.109743,"['RAMWOV', 'RAMXIQ']",2,2021,https://api.elsevier.com/content/article/pii/S0143720821006094,https://www.sciencedirect.com/science/article/pii/S0143720821006094,1,"{'(2)': '{[Zn(L2)(SO4)(H2O)2](H2O)3}n', '2': '{[Zn(L2)(SO4)(H2O)2](H2O)3}n'}",{}
10.1016/j.molstruc.2007.01.059,"['MIPTUB', 'MIPVAJ']",2,2007,https://api.elsevier.com/content/article/pii/S0022286007001469,https://www.sciencedirect.com/science/article/pii/S0022286007001469,1,"{'1': '{[Cu(4,4′-bipy)]3[PW12O40]}[4,4′-bipy]·2H2O', '2': '{[Cu(4,4′-bipy)]3[HSiW12O40]}[4,4′-bipy]·2H2O'}","{'1': ['{[Cu(4,4′-bipy)]3[PW12O40]}[4,4′-bipy]·2H2O'], '2': ['{[Cu(4,4′-bipy)]3[HSiW12O40]}[4,4′-bipy]·2H2O']}"
10.1016/j.ica.2019.119083,"['SOYZIS', 'SOYZOY', 'SOYZUE', 'SOZBAN', 'SOZBER']",5,2019,https://api.elsevier.com/content/article/pii/S0020169319308783,https://www.sciencedirect.com/science/article/pii/S0020169319308783,1,"{'1': '[Co2(5-Br-ip)2(azpy)2]n∙2nH2O', '2': '[Ni2(5-Br-ip)2(4,4′-bipy)2]n∙5nH2O', '3': '[Zn(5-Br-ip)(4,4′-bipy)]n·nH2O', '4': '[Zn2(5-Br-ip)(bpmba)2(H2O)2]n∙nDMF', '5': '[Zn2(5-Br-ip)(bpmba)2]n∙2nH2O'}","{'1': ['[Co2(5-Br-ip)2(azpy)2]n∙2nH2O'], '2': ['[Ni2(5-Br-ip)2(4,4′-bipy)2]n∙5nH2O'], '3': ['[Zn(5-Br-ip)(4,4′-bipy)]n·nH2O'], '4': ['[Zn2(5-Br-ip)(bpmba)2(H2O)2]n∙nDMF'], '5': ['[Zn2(5-Br-ip)(bpmba)2]n∙2nH2O']}"
10.1016/j.ica.2021.120606,['UCELIB'],1,2021,https://api.elsevier.com/content/article/pii/S0020169321003625,https://www.sciencedirect.com/science/article/pii/S0020169321003625,1,{},{}
10.1016/j.poly.2010.02.040,"['TUVJIE', 'TUVJOK', 'TUVJUQ']",3,2010,https://api.elsevier.com/content/article/pii/S0277538710001348,https://www.sciencedirect.com/science/article/pii/S0277538710001348,1,"{'1': 'catena-poly{bis[(μ-azido-1κN1:2κN1)(μ-azido-1κN1:1′κN3)(isonicotinamido-κN)copper(II)]}', '2': '[Cu(μ-N,S-NCS)2(isn)2]n', '3': '{[Cu(μ-O,O′-SO4)(H2O)(isn)2]·2H2O}n'}",{}
10.1016/j.jece.2019.102998,"['VOZDOG', 'VOZDUM', 'VOZFAU']",3,2019,https://api.elsevier.com/content/article/pii/S2213343719301216,https://www.sciencedirect.com/science/article/pii/S2213343719301216,1,"{'(1)': '[Co(1,4-phda)(4,4′-bpp)(H2O)2](H2O)2', '1': '[Co(1,4-phda)(4,4′-bpp)(H2O)2](H2O)2'}","{'1': ['[Co(1,4-phda)(4,4′-bpp)(H2O)2](H2O)2'], '(1)': ['[Co(1,4-phda)(4,4′-bpp)(H2O)2](H2O)2'], '4,4′-bpp': ['1,3-bis(4-pyridyl)propane'], '1,4-H2phda': ['1,4-phenylenediacetic']}"
10.1016/j.poly.2006.12.015,['HIDFOQ'],1,2007,https://api.elsevier.com/content/article/pii/S0277538706007479,https://www.sciencedirect.com/science/article/pii/S0277538706007479,1,"{'1': 'Cu2(L)2(μ1,1-N3)2', '2': '[Cu(L)(μ1,3-NCS)]n', 'LH': 'C6H5C(O)NHN', 'H': '−JSA·SB'}",{}
10.1016/j.poly.2021.115545,['CAMBIF'],1,2022,https://api.elsevier.com/content/article/pii/S0277538721005271,https://www.sciencedirect.com/science/article/pii/S0277538721005271,1,{'1': '[Cu(Anor)(CH3CN)](NO3)'},{}
10.1016/j.poly.2020.114688,"['KUPGUA', 'KUPHAH']",2,2020,https://api.elsevier.com/content/article/pii/S0277538720303454,https://www.sciencedirect.com/science/article/pii/S0277538720303454,1,"{'1': '{Ba[Mn(2,2-diMe-1,3-pdta)].3H2O}n', '2': '{Ba[Cd(2,2-diMe-1,3-pdta)].3H2O}n'}","{'1': ['{Ba[Mn(2,2-diMe-1,3-pdta)].3H2O}n'], '2': ['{Ba[Cd(2,2-diMe-1,3-pdta)].3H2O}n']}"
10.1016/j.solidstatesciences.2004.01.001,"['EXAGOZ', 'EXAGUF']",2,2004,https://api.elsevier.com/content/article/pii/S1293255804000135,https://www.sciencedirect.com/science/article/pii/S1293255804000135,1,"{'1': '{Cu2(bisterpy)}V3O5(HPO4)2(PO4)', '2': '{Cu2(bisterpy)}V2O5(HPO4)2'}",{}
10.1016/j.inoche.2009.07.027,['MUFJIH'],1,2009,https://api.elsevier.com/content/article/pii/S138770030900361X,https://www.sciencedirect.com/science/article/pii/S138770030900361X,1,{'1': '[Zn(TPT)(MPDCO)(H2O)·H2O]n'},{}
10.1016/j.inoche.2017.09.009,"['NELMEZ', 'NELMID']",2,2017,https://api.elsevier.com/content/article/pii/S138770031730566X,https://www.sciencedirect.com/science/article/pii/S138770031730566X,1,"{'1': '[Zn2(H2O)(trz)(1,2,3-btc)]n', '2': '{[Cd2(H2O)2(trz)(1,2,4-btc)]·H2O}n'}","{'1': ['[Zn2(H2O)(trz)(1,2,3-btc)]n'], '2': ['{[Cd2(H2O)2(trz)(1,2,4-btc)]·H2O}n']}"
10.1016/j.poly.2009.05.066,['NUFQOV'],1,2009,https://api.elsevier.com/content/article/pii/S027753870900357X,https://www.sciencedirect.com/science/article/pii/S027753870900357X,1,"{'1': 'Cu(O2CH)2(2-mpy)2', '2': 'Cu2(μ-O2CH)4(2-mpy)2', '3': '{[Cu(μ-O2CH)2(2-mpy)2][Cu2(μ-O2CH)4]}n', '4': '{Na2[Cu(μ-O2CH)2(O2CH)2][Cu2(μ-O2CH)4]}n'}","{'1': ['Cu(O2CH)2(2-mpy)2'], '2': ['Cu2(μ-O2CR)4(2-mpy)2', 'Cu2(μ-O2CH)4(2-mpy)2'], '3': ['{[Cu(μ-O2CH)2(2-mpy)2][Cu2(μ-O2CH)4]}n']}"
10.1016/j.molstruc.2005.03.041,"['SASGOJ', 'SASGUP', 'SASHAW']",3,2005,https://api.elsevier.com/content/article/pii/S0022286005002619,https://www.sciencedirect.com/science/article/pii/S0022286005002619,1,"{'1': '[Zn(oba)(phen)]n·H2O', '2': '[Cd(oba)(phen)]n·H2O', '3': '[Zn(oba)(2,2′-bpy)]n·H2O'}","{'3': ['[Zn(oba)(2,2′-bpy)]n·H2O'], 'oba': ['4,4′-oxybis(benzoate)']}"
10.1016/j.inoche.2016.08.013,"['ETOJAA', 'ETOJEE']",2,2016,https://api.elsevier.com/content/article/pii/S1387700316302714,https://www.sciencedirect.com/science/article/pii/S1387700316302714,1,{},{}
10.1016/j.jssc.2018.11.041,"['RIRHIM', 'RIRHOS']",2,2019,https://api.elsevier.com/content/article/pii/S0022459618305413,https://www.sciencedirect.com/science/article/pii/S0022459618305413,1,"{'1': '{[Eu2(NSBPDC)3(H2O)4]·7(H2O)}n', '(1)': '{[Eu2(NSBPDC)3(H2O)4]·7(H2O)}n'}",{}
10.1016/j.poly.2011.02.052,['OQODAA'],1,2011,https://api.elsevier.com/content/article/pii/S0277538711001598,https://www.sciencedirect.com/science/article/pii/S0277538711001598,1,"{'1': 'Ag2(μ-I)2{1,2-(PCy2)2-1,2-C2B10H10}2', '3': '[Ag(ClO4){1,2-(PCy2)2-1,2-C2B10H10}]·CH2Cl2', '4': '[Ag2(μ-NO3)2{1,2-(PCy2)2-1,2-C2B10H10}2]·CH2Cl2', '5': '[Ag(SC6H4COOH){1,2-(PCy2)2-1,2-C2B10H10}2]·CH2Cl2'}",{}
10.1016/j.synthmet.2016.09.008,['EVOTUG'],1,2016,https://api.elsevier.com/content/article/pii/S0379677916303083,https://www.sciencedirect.com/science/article/pii/S0379677916303083,1,{},{}
10.1016/j.molstruc.2018.12.101,"['ZIVWIN', 'ZIVWOT']",2,2019,https://api.elsevier.com/content/article/pii/S002228601831531X,https://www.sciencedirect.com/science/article/pii/S002228601831531X,1,{},{}
10.1016/j.molstruc.2005.07.001,['HAYGIY'],1,2005,https://api.elsevier.com/content/article/pii/S0022286005004990,https://www.sciencedirect.com/science/article/pii/S0022286005004990,1,"{'1': 'Cd(L)2(SCN)2', '2': '{[Cd(L)2N3](ClO4)}n'}","{'L': ['3-(2-Pyridyl)pyrazol-1-ylmethylbenzene', '3-(2-pyridyl)pyrazol-1-ylmethylbenzene']}"
10.1016/S1387-7003(03)00101-1,['JADCUN'],1,2003,https://api.elsevier.com/content/article/pii/S1387700303001011,https://www.sciencedirect.com/science/article/pii/S1387700303001011,1,"{'1': 'Cd(Me4bpz)2(NO3)2', '2': '[Cd(Me4bpz)2(NO3)2]·2CH3OH'}",{}
10.1016/S1293-2558(03)00054-2,['BARQAN'],1,2003,https://api.elsevier.com/content/article/pii/S1293255803000542,https://www.sciencedirect.com/science/article/pii/S1293255803000542,1,{},{}
10.1016/j.solidstatesciences.2009.11.013,"['XUPBAM', 'XUPBIU', 'XUPBOA', 'XUPBUG']",4,2010,https://api.elsevier.com/content/article/pii/S129325580900394X,https://www.sciencedirect.com/science/article/pii/S129325580900394X,1,"{'2': 'Cd2(1,2′-cy)2(1,10′-phen)2(H2O)2', '(1)': '[Cd(1,2′-cy)0.5(bix)H2O]n', '(3)': '{[Co(1,2-cy)(2,2′-bipy)(H2O)2]·2H2O}n', '(4)': '{[Cd(succ)(1,10′-phen)H2O]·H2O}n', '(5)': '{[Cd(succ)(2,2′-bipy)H2O]·2H2O}n', '1': '[Cd(1,2′-cy)0.5(bix)H2O]n', '3': '{[Co(1,2-cy)(2,2′-bipy)(H2O)2]·2H2O}n', '4': '{[Cd(succ)(1,10′-phen)H2O]·H2O}n', '5': '{[Cd(succ)(2,2′-bipy)H2O]·2H2O}n'}","{'1': ['[Cd(1,2′-cy)0.5(bix)H2O]n'], '2': ['Cd2(1,2′-cy)2(1,10′-phen)2(H2O)2'], '3': ['{[Co(1,2-cy)(2,2′-bipy)(H2O)2]·2H2O}n'], '5': ['{[Cd(succ)(2,2′-bipy)H2O]·2H2O}n'], '(1)': ['[Cd(1,2′-cy)0.5(bix)H2O]n'], '(3)': ['{[Co(1,2-cy)(2,2′-bipy)(H2O)2]·2H2O}n'], '(5)': ['{[Cd(succ)(2,2′-bipy)H2O]·2H2O}n']}"
10.1016/j.inoche.2004.09.003,['WAJJAT'],1,2004,https://api.elsevier.com/content/article/pii/S1387700304002680,https://www.sciencedirect.com/science/article/pii/S1387700304002680,1,{},{}
