doi,refcodes,count,year,urls,url,flags,name_dicts,compound_dicts
10.1016/j.poly.2018.08.041,"['KIKLUO', 'KIKMAV', 'KIKNAW']",3,2018,https://api.elsevier.com/content/article/pii/S0277538718305072,https://www.sciencedirect.com/science/article/pii/S0277538718305072,1,"{'1': '{[Yb2(L1)3(DMF)2](H2O)}n', '2': '[Yb(L2)0.5(NO3)(DMF)2]n', '3': '[Yb(L3)0.5(L3)0.5(NO3)(DMF)(H2O)]n'}",{}
10.1016/j.jssc.2004.01.017,"['IYEXEP', 'IYEXIT']",2,2004,https://api.elsevier.com/content/article/pii/S0022459604000519,https://www.sciencedirect.com/science/article/pii/S0022459604000519,1,{},{}
10.1016/j.jorganchem.2007.03.006,['CIFROZ'],1,2007,https://api.elsevier.com/content/article/pii/S0022328X07001969,https://www.sciencedirect.com/science/article/pii/S0022328X07001969,1,"{'3': 'K2[(P(BH3)(Ph)CH2)2]', '2': '(HP(BH3)(Ph)CH2)2', '4': '(CpFe(CO)2)2-μ-(P(BH3)(Ph)CH2)2', '1': '(HP(Ph)CH2)2'}",{}
10.1016/j.jfluchem.2013.02.016,['VEWHIQ'],1,2013,https://api.elsevier.com/content/article/pii/S0022113913000845,https://www.sciencedirect.com/science/article/pii/S0022113913000845,1,{'(I)': '[Zn3F2]·(Am2TAZ)4'},{}
10.1016/j.jssc.2019.121052,"['QUKQOD01', 'WOSHUK', 'WOSJAS']",3,2020,https://api.elsevier.com/content/article/pii/S0022459619305572,https://www.sciencedirect.com/science/article/pii/S0022459619305572,1,{},{}
10.1016/j.inoche.2011.02.018,"['UYOFAQ', 'UYOFEU']",2,2011,https://api.elsevier.com/content/article/pii/S1387700311000931,https://www.sciencedirect.com/science/article/pii/S1387700311000931,1,{},{}
10.1016/j.molstruc.2019.127243,['NOWCOU'],1,2020,https://api.elsevier.com/content/article/pii/S0022286019313523,https://www.sciencedirect.com/science/article/pii/S0022286019313523,1,"{'(1)': '{[Cu(Hpydco)2]·2H2O}n', '1': '{[Cu(Hpydco)2]·2H2O}n'}",{}
10.1016/j.ica.2021.120248,['IMADOS'],1,2021,https://api.elsevier.com/content/article/pii/S0020169321000049,https://www.sciencedirect.com/science/article/pii/S0020169321000049,1,{'1': '[Zn2(MAA)4(bipy)]n'},{}
10.1016/j.inoche.2007.04.017,['MIJHOD'],1,2007,https://api.elsevier.com/content/article/pii/S1387700307001372,https://www.sciencedirect.com/science/article/pii/S1387700307001372,1,{'1': '[Mg1.5(μ5-btec)(H2O)2]·[H2N(CH3)2]·H2O'},{'1': ['[Mg1.5(μ5-btec)(H2O)2]·[H2N(CH3)2]·H2O']}
10.1016/j.poly.2008.05.025,['NOGYIS'],1,2008,https://api.elsevier.com/content/article/pii/S0277538708002787,https://www.sciencedirect.com/science/article/pii/S0277538708002787,1,"{'1b': '[(L1)2Ag2](ClO4)2', '2a': '[(L2)2Ag4(NO3)(CH3CN)2](NO3)3', '3': '{[(L2)2Ag3](ClO4)3}n', '3·': 'C44H34Ag3Cl3N12O13', '2b': '[(L2)2Ag4(CF3COO)3](CF3COO)'}",{}
10.1016/j.molstruc.2014.07.029,"['BOKZIM', 'BOKZOS']",2,2014,https://api.elsevier.com/content/article/pii/S0022286014007509,https://www.sciencedirect.com/science/article/pii/S0022286014007509,1,"{'1': '[Zn(ADC)(bimh)]n', '2': '[Zn(ADA)(bimh)]n'}",{}
10.1016/j.inoche.2010.04.009,['FABGUM'],1,2010,https://api.elsevier.com/content/article/pii/S1387700310001565,https://www.sciencedirect.com/science/article/pii/S1387700310001565,1,{'1': '{[Ag(btre)](ClO4)}n'},{}
10.1016/j.inoche.2010.03.008,['DUVMAJ'],1,2010,https://api.elsevier.com/content/article/pii/S1387700310000857,https://www.sciencedirect.com/science/article/pii/S1387700310000857,1,{'1': 'Pb(C12H9N2O3)2'},{}
10.1016/j.ica.2012.07.033,"['CIHJOU', 'CIHJUA', 'CIHKAH', 'CIHKEL', 'CIHKIP']",5,2013,https://api.elsevier.com/content/article/pii/S0020169312004756,https://www.sciencedirect.com/science/article/pii/S0020169312004756,1,"{'1': '[Cd(hbmb)(tbi)]n', '2': '[Cd(hbmb)(adi)]n', '3': '[Zn(hbmb)0.5(atda)]n', '4': '{[Zn2(hbmb)(suc)1.5(OH)]·2H2O}n'}",{}
10.1016/j.inoche.2021.108840,"['TEBLOE01', 'TEBLUK01']",2,2021,https://api.elsevier.com/content/article/pii/S1387700321003956,https://www.sciencedirect.com/science/article/pii/S1387700321003956,1,"{'1': '[Gd2Cu4I3(IN)7(DMA)2]·DMA', '2': '[Tb2Cu4I3(IN)7(DMA)2]·DMA'}",{}
10.1016/j.jorganchem.2006.05.005,['JENVAA'],1,2006,https://api.elsevier.com/content/article/pii/S0022328X06003469,https://www.sciencedirect.com/science/article/pii/S0022328X06003469,1,{},{'1': ['biphenyl-2-carboxylic']}
10.1016/S0022-4596(03)00074-4,"['AKAREJ', 'MEVLII01']",2,2003,https://api.elsevier.com/content/article/pii/S0022459603000744,https://www.sciencedirect.com/science/article/pii/S0022459603000744,1,{},{}
10.1016/j.ica.2015.12.009,['SACZOO'],1,2016,https://api.elsevier.com/content/article/pii/S0020169315006180,https://www.sciencedirect.com/science/article/pii/S0020169315006180,1,"{'1': '[Cd(3-Hptz)4(CH3O)2](H3PMo12O40)·2H2O', '2': '[Cd(4-Hptz)4(CH3O)2](H3PMo12O40)·2H2O'}","{'1': ['[Cd(3-Hptz)4(CH3O)2](H3PMo12O40)·2H2O'], '2': ['[Cd(4-Hptz)4(CH3O)2](H3PMo12O40)·2H2O']}"
10.1016/j.carres.2004.05.018,"['NADSAN', 'NADSIV']",2,2004,https://api.elsevier.com/content/article/pii/S0008621504002186,https://www.sciencedirect.com/science/article/pii/S0008621504002186,1,"{'9a': 'Bis-(5-N-(2′,2′-diacetylvinyl)amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-aquo-dicopper(II)-bis-(5-N-(2′,2′-diacetylvinyl)amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-methanolo-dicopper(II)', '9b': 'Bis-(5-N-(2′,2′-Diethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-dicopper(II)', '9c': 'Bis-(5-N-(2′-acetyl-2′-ethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-diaquo-dicopper(II)', '9d': 'Bis-(5-N-(2′-acetylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-dicopper(II)', '9e': 'Bis-(5-N-(2′-ethoxycarbonyl-2′-phenylcarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-methanolo-dicopper(II)', '9f': 'Bis-(5-N-(2′-ethoxycarbonyl-2′-nitrilvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-aquo-dicopper(II)'}","{'2': ['1,2-O-isopropylidene-α-d-glucurono-6,3-lactone'], '4': ['5-chloro-5-deoxy-1,2-O-isopropylidene-β-l-idofuranose', '5-Chloro-5-deoxy-1,2-O-isopropylidene-β-l-idofuranose'], '5': ['3,6-O-diisopropylidene-β-l-idofuranose'], '6': ['3,6-O-diisopropylidene-α-d-glucofuranose'], '7': ['3,6-O-diisopropylidene-α-d-glucofuranose'], '8': ['5-amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranose', '5-Amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8a': ['5-N-(2′,2′-Diacetylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8b': ['5-N-(2′,2′-Diethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8c': ['5-N-(2′-Acetyl-2′-ethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8d': ['5-N-(2′-acetylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8e': ['5-N-(2′-Ethoxycarbonyl-2′-phenylcarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '8f': ['5-N-(2′-Ethoxycarbonyl-2′-nitrilvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranose'], '9a': ['Bis-(5-N-(2′,2′-diacetylvinyl)amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-aquo-dicopper(II)-bis-(5-N-(2′,2′-diacetylvinyl)amino-5-deoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-methanolo-dicopper(II)'], '9b': ['Bis-(5-N-(2′,2′-Diethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-dicopper(II)'], '9c': ['Bis-(5-N-(2′-acetyl-2′-ethoxycarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-diaquo-dicopper(II)'], '9d': ['Bis-(5-N-(2′-acetylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-dicopper(II)'], '9e': ['Bis-(5-N-(2′-ethoxycarbonyl-2′-phenylcarbonylvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-methanolo-dicopper(II)'], '9f': ['Bis-(5-N-(2′-ethoxycarbonyl-2′-nitrilvinyl)amino-5-desoxy-1,2-O-isopropylidene-α-d-glucofuranoso)-aquo-dicopper(II)']}"
10.1016/j.poly.2011.02.008,['OQIBIA'],1,2011,https://api.elsevier.com/content/article/pii/S0277538711000908,https://www.sciencedirect.com/science/article/pii/S0277538711000908,1,{},{}
10.1016/j.jssc.2016.07.017,"['AQIMUK', 'ORUGOZ', 'ORUGUF', 'ORUHAM']",4,2016,https://api.elsevier.com/content/article/pii/S0022459616302754,https://www.sciencedirect.com/science/article/pii/S0022459616302754,1,"{'4': '{[Cd2(4-pzpt)2(tfbdc)(H2O)4]·H2O}n', '(1)': '[Cd(4-pzpt)2]n', '(2)': '[Cd3(4-pzpt)2(suc)2]n', '(3)': '[Cd2(4-Hpzpt)(nbc)2(H2O)]n', '1': '[Cd(4-pzpt)2]n', '2': '[Cd3(4-pzpt)2(suc)2]n', '3': '[Cd2(4-Hpzpt)(nbc)2(H2O)]n'}","{'1': ['[Cd(4-pzpt)2]n'], '2': ['[Cd3(4-pzpt)2(suc)2]n'], '3': ['[Cd2(4-Hpzpt)(nbc)2(H2O)]n'], '4': ['{[Cd2(4-pzpt)2(tfbdc)(H2O)4]·H2O}n'], '(1)': ['[Cd(4-pzpt)2]n'], '(2)': ['[Cd3(4-pzpt)2(suc)2]n'], '(3)': ['[Cd2(4-Hpzpt)(nbc)2(H2O)]n']}"
10.1016/j.poly.2013.03.017,"['DINMAQ', 'DINMEU', 'DINMUK', 'DINNAR']",4,2013,https://api.elsevier.com/content/article/pii/S0277538713002179,https://www.sciencedirect.com/science/article/pii/S0277538713002179,1,"{'1': 'Mn{N(CN)2}2(DMSO)2', '4': 'Ni{N(CN)2}2(DMSO)2', '2': 'Fe{N(CN)2}2(DMSO)2', '3': 'Co{N(CN)2}2(DMSO)2'}",{}
10.1016/j.crci.2012.04.006,['TEMPIM'],1,2012,https://api.elsevier.com/content/article/pii/S1631074812000835,https://www.sciencedirect.com/science/article/pii/S1631074812000835,1,{'1': '{[N(CH3)4]2[Cu(C2O4)2]·H2O}n'},{}
10.1016/j.poly.2003.11.059,['NAPHCU02'],1,2004,https://api.elsevier.com/content/article/pii/S0277538703007459,https://www.sciencedirect.com/science/article/pii/S0277538703007459,1,"{'1': 'C16H12CuNa2O10', '2': 'C6H8CuNa2O10'}",{}
10.1016/j.steroids.2016.07.001,['OQOJUB'],1,2016,https://api.elsevier.com/content/article/pii/S0039128X16300782,https://www.sciencedirect.com/science/article/pii/S0039128X16300782,1,{},"{'2': ['1,2,3,4,6-penta-O-acetyl-d-glucopyranose'], '3': ['3α-(2,3,4,6-tetra-O-acetyl-d-glucopyranosyl)-5β-cholan-24-oate']}"
10.1016/j.poly.2018.04.023,"['NIGJUL', 'NIGKAS']",2,2018,https://api.elsevier.com/content/article/pii/S0277538718302006,https://www.sciencedirect.com/science/article/pii/S0277538718302006,1,"{'1': 'Co(L)2Cl2', '2': 'Zn(L)2Cl2', '3': '[Co(L)2(H2O)4](NO3)2·2H2O', '4': '[Zn(L)2(H2O)4](NO3)2·2H2O', '5': '[Co(L)2(OAc)2(H2O)]·3H2O', '6': '[Mn(L)2(OAc)2(H2O)]·3H2O', '7': 'Co(L)4(NCS)2', '8': '{[Co(L)2(Fum)(H2O)2]·2H2O}n', '9': '{[Mn(L)2(Fum)]}n'}",{}
10.1016/j.ica.2008.10.010,['RUNXUU'],1,2009,https://api.elsevier.com/content/article/pii/S0020169308006294,https://www.sciencedirect.com/science/article/pii/S0020169308006294,1,"{'1': '[Co3(Hdcp)2(phen)3(H2O)2]n·nH2O', '2': '[Ni2(Hdcp)2(H2O)4](Im)2', '3': 'Cu2(Hpca)2(H2O)2(Im)2'}",{}
10.1016/j.inoche.2007.12.031,"['KOCVOO', 'KOCVUU']",2,2008,https://api.elsevier.com/content/article/pii/S1387700308000075,https://www.sciencedirect.com/science/article/pii/S1387700308000075,1,"{'1': '[Pb(2,2′-bipy)(H2O)(NO3)]2(bipd)(NO3)2', '2': '[Pb(Hpcih)]2(NO3)2(H2O)'}","{'1': ['[Pb(2,2′-bipy)(H2O)(NO3)]2(bipd)(NO3)2']}"
10.1016/j.ultsonch.2017.09.039,"['HISVEN', 'HISVIR']",2,2018,https://api.elsevier.com/content/article/pii/S1350417717304467,https://www.sciencedirect.com/science/article/pii/S1350417717304467,1,"{'1': '[Ni(L1)(mip)·H2O]n', '2': '{[Co(L2)(mip)]·0.5H2O}n'}",{}
10.1016/j.ica.2017.01.030,"['MAXPAF', 'MAXPIN']",2,2017,https://api.elsevier.com/content/article/pii/S0020169316306636,https://www.sciencedirect.com/science/article/pii/S0020169316306636,1,"{'1': '[Ag18L8(CF3COO)6(HCO3)4(DMF)4]n', '2': '[Ag20L8(CF3COO)12(DMF)6]n', '3': '[Ag17L6(CF3COO)9(HCO3)2]n', '4': '[Ag17L6(CF3COO)9.58(HCO3)1.42]n', 'L': 'Ph2P-C6H4-4-C'}",{}
10.1016/j.jssc.2019.05.048,['FOLMUR'],1,2019,https://api.elsevier.com/content/article/pii/S0022459619302774,https://www.sciencedirect.com/science/article/pii/S0022459619302774,1,{},{}
10.1016/j.inoche.2017.02.012,['NOFMIG01'],1,2017,https://api.elsevier.com/content/article/pii/S1387700317300369,https://www.sciencedirect.com/science/article/pii/S1387700317300369,1,{},{}
10.1016/j.jssc.2021.122627,['RAMMOL'],1,2021,https://api.elsevier.com/content/article/pii/S0022459621006721,https://www.sciencedirect.com/science/article/pii/S0022459621006721,1,"{'1•11H2O•DMF': '{[Cu(tipe)(H2O)](2,2′-bpdc)•11H2O·DMF}n'}","{'1•11H2O•DMF': ['{[Cu(tipe)(H2O)](2,2′-bpdc)•11H2O·DMF}n']}"
10.1016/j.ica.2012.12.027,['LEZZAT'],1,2013,https://api.elsevier.com/content/article/pii/S002016931200686X,https://www.sciencedirect.com/science/article/pii/S002016931200686X,1,{'1': '[trz2Ba(DMSO)2]∞'},{}
10.1016/j.inoche.2017.06.021,['FAXDUG'],1,2017,https://api.elsevier.com/content/article/pii/S1387700317304422,https://www.sciencedirect.com/science/article/pii/S1387700317304422,1,{'1': '[CuL(DMF)]·(solvent)x'},{}
10.1016/j.inoche.2008.11.015,"['POQXAV', 'POQXEZ']",2,2009,https://api.elsevier.com/content/article/pii/S1387700308004279,https://www.sciencedirect.com/science/article/pii/S1387700308004279,1,"{'1': 'Ni3[(4,4′-bpy)3(SO4)2(H2O)9](SO4)·(H2O)6', '2': 'Fe[(4,4′-bpy)(SO4)(H2O)2]·3H2O'}","{'1': ['Ni3[(4,4′-bpy)3(SO4)2(H2O)9](SO4)·(H2O)6'], '2': ['Fe[(4,4′-bpy)(SO4)(H2O)2]·3H2O']}"
10.1016/j.tet.2013.02.071,['CEZCAN'],1,2013,https://api.elsevier.com/content/article/pii/S0040402013002974,https://www.sciencedirect.com/science/article/pii/S0040402013002974,1,"{'26': 'PdCl2(NHC)2', '33': 'Ag(NHC)Cl'}","{'24': ['1,2,4-triazole']}"
10.1016/S1293-2558(02)00005-5,['EMODEP'],1,2002,https://api.elsevier.com/content/article/pii/S1293255802000055,https://www.sciencedirect.com/science/article/pii/S1293255802000055,1,"{'II': '[(CH3)2NH(CH2)3NH3][Zn(HPO4)2]·H2O', 'III': '[(CH3)2NH(CH2)3NH3][(ZnPO4)2]·2H2O', 'I': '[(CH3)2NH(CH2)3NH3][Zn2(C2O4)3]·2H2O'}",{}
10.1016/j.ica.2016.08.029,['ITESAD'],1,2016,https://api.elsevier.com/content/article/pii/S0020169316304807,https://www.sciencedirect.com/science/article/pii/S0020169316304807,1,"{'(1)': '{Mg(H2O)(Cl@CyP5Q[5])}·2[ZnCl4]·3H3O·15H2O', '(2)': '{Ca2(Cl@CyP5Q[5])}·2[ZnCl4]·H3O·16H2O', '3': '2{Sr2(H2O)5(Cl@CyP5Q[5])}·2[ZnCl4][Zn(H2O)Cl3]·Cl·H3O·8H2O', '4': '2{Ba2(H2O)3(Cl@CyP5Q[5])}·3[ZnCl4]·23H2O', '1': '{Mg(H2O)(Cl@CyP5Q[5])}·2[ZnCl4]·3H3O·15H2O', '2': '{Ca2(Cl@CyP5Q[5])}·2[ZnCl4]·H3O·16H2O'}",{}
10.1016/j.snb.2017.10.159,['PENBUI'],1,2018,https://api.elsevier.com/content/article/pii/S0925400517320737,https://www.sciencedirect.com/science/article/pii/S0925400517320737,1,{'L': '[Zn3(L)2(bipy)(μ3-OH)2]·3H2O'},"{'L': ['9H-carbazolyl-3,6-dicarboxylic']}"
10.1016/j.jinorgbio.2016.12.001,"['KALYII', 'KALYUU']",2,2017,https://api.elsevier.com/content/article/pii/S0162013416304949,https://www.sciencedirect.com/science/article/pii/S0162013416304949,1,"{'2': '[Me2SnL2]n', '3': 'dimethyltin(IV)', '5': 'triphenyltin(IV)'}",{}
10.1016/j.ica.2013.09.024,['CITZOW'],1,2014,https://api.elsevier.com/content/article/pii/S0020169313004982,https://www.sciencedirect.com/science/article/pii/S0020169313004982,1,"{'1': 'Au2Cl2(μ-dpppa)', '2': 'Ag2(OCOCF3)2(dpppa)'}",{}
10.1016/j.inoche.2012.06.014,"['JIJJAQ', 'JIJJEU']",2,2012,https://api.elsevier.com/content/article/pii/S1387700312002894,https://www.sciencedirect.com/science/article/pii/S1387700312002894,1,"{'1': '{[Cu(2-nica)(H2O)2]∙H2O}n', '2': '[Cu(6-nica)(H2O)2]n'}","{'1': ['{[Cu(2-nica)(H2O)2]∙H2O}n'], '2': ['[Cu(6-nica)(H2O)2]n']}"
10.1016/j.molstruc.2005.07.013,"['MAWGOH', 'MAWGUN']",2,2005,https://api.elsevier.com/content/article/pii/S0022286005005557,https://www.sciencedirect.com/science/article/pii/S0022286005005557,1,"{'1': '[Cu2(μ-Cl)2(pda)2][Cu(MeOH)(H2O)4]·H2O', '2': '[CuBr(pda)(MeOH)]2[Cu(H2O)5]·MeOH', '3': '[Cu2(μ-Br)2(pda)2][Cu(H2O)4]·[CuBr2(H2O)2]', '4': '[CuNa2(μ-sna)2]·4H2O'}","{'H2pda': ['pyridine-2,6-dicarboxylic'], 'H2mna': ['2-mercaptonicotinic'], 'H2sna': ['2-sulfinonicotinic']}"
10.1016/j.inoche.2009.08.009,"['MUFLEF', 'MUFLIJ']",2,2009,https://api.elsevier.com/content/article/pii/S1387700309003694,https://www.sciencedirect.com/science/article/pii/S1387700309003694,1,"{'1': '[Zn(ADA)(L)]n', '2': '[Cd(ADA)(L)2]n'}",{}
10.1016/j.molstruc.2010.01.023,"['VUSQIK', 'VUSQOQ']",2,2010,https://api.elsevier.com/content/article/pii/S0022286010000591,https://www.sciencedirect.com/science/article/pii/S0022286010000591,1,"{'1': '[H2bpy]2[Ni(bpy)(Hbpy)2HSbW18O60]·4H2O', '2': '[H2bpy]2[Cu(bpy)(Hbpy)2HSbW18O60]·5H2O'}",{}
10.1016/j.inoche.2013.10.006,['VOCGUR'],1,2013,https://api.elsevier.com/content/article/pii/S1387700313004401,https://www.sciencedirect.com/science/article/pii/S1387700313004401,1,{'1': '[Cu(Hbtc)(Htpba)]·1.5H2O'},{}
10.1016/j.jorganchem.2008.11.056,['AHIWUK'],1,2009,https://api.elsevier.com/content/article/pii/S0022328X08008097,https://www.sciencedirect.com/science/article/pii/S0022328X08008097,1,"{'1': 'closo-[(1,2-C2B9H11)2-3-Co]'}","{'1': ['closo-[(1,2-C2B9H11)2-3-Co]−'], '6': ['bis(1,2-dicarbollide)']}"
10.1016/j.molstruc.2011.07.032,"['CADQAB', 'CADQOP', 'ETEJIX01', 'ETEJOD01', 'ETEKAQ01']",5,2011,https://api.elsevier.com/content/article/pii/S0022286011005898,https://www.sciencedirect.com/science/article/pii/S0022286011005898,1,{},{}
10.1016/S0022-2860(03)00052-8,['HUXMAO'],1,2003,https://api.elsevier.com/content/article/pii/S0022286003000528,https://www.sciencedirect.com/science/article/pii/S0022286003000528,1,"{'1': 'Mo3O8(2,2′-bipy)2'}","{'1': ['Mo3O8(2,2′-bipy)2']}"
10.1016/j.poly.2016.02.040,"['VAJQEF', 'VAJQIJ', 'VAJQOP']",3,2016,https://api.elsevier.com/content/article/pii/S0277538716001340,https://www.sciencedirect.com/science/article/pii/S0277538716001340,1,"{'1': '{bpaH2[Cu(μ-2,3-pydc)2]}n', '2': '[Cd(μ-2,3-pydc)(μ-bpa)0.5(H2O)2]n', '3': '{[Co2(μ4-3,4-pydc)2(μ-bpe)(H2O)2]·H2O}n', '4': '[Cu2(pic)4(μ-4,4′-bipy)]·(4,4′-bipy)·2H2O'}","{'1': ['{bpaH2[Cu(μ-2,3-pydc)2]}n'], '2': ['[Cd(μ-2,3-pydc)(μ-bpa)0.5(H2O)2]n'], '3': ['{[Co2(μ4-3,4-pydc)2(μ-bpe)(H2O)2]·H2O}n'], '4': ['[Cu2(pic)4(μ-4,4′-bipy)]·(4,4′-bipy)·2H2O']}"
10.1016/j.ica.2018.09.083,"['MIMBOC', 'MIMBUI', 'MIMCAP', 'MIMCET', 'MIMCIX', 'MIMCOD', 'MIMCUJ', 'MIMFUM']",8,2019,https://api.elsevier.com/content/article/pii/S0020169318306121,https://www.sciencedirect.com/science/article/pii/S0020169318306121,1,"{'1': '[Pr(dcob)(DMF)(H2O)]n', '2': '[Nd(dcob)(DMF)(H2O)]n', '3': '[Sm(dcob)(DMF)(H2O)]n', '4': '[Eu(dcob)(DMF)(H2O)]n', '5': '[Gd(dcob)(DMF)(H2O)]n', '6': '[Tb(dcob)(DMF)(H2O)]n', '7': '[Dy(dcob)(DMF)(H2O)]n', '8': '[Er(dcob)(DMF)(H2O)]n'}",{}
10.1016/j.jssc.2009.11.017,['QUTRUT'],1,2010,https://api.elsevier.com/content/article/pii/S0022459609005465,https://www.sciencedirect.com/science/article/pii/S0022459609005465,1,"{'1': 'Na[{Cu(2,2′-bpy)(imi)}{Cu(2,2′-bpy)}2AsW9O33As(OH)]·8H2O'}","{'1': ['Na[{Cu(2,2′-bpy)(imi)}{Cu(2,2′-bpy)}2AsW9O33As(OH)]·8H2O']}"
10.1016/j.poly.2012.04.014,"['KAYZER', 'KAYZIV', 'KAYZOB']",3,2012,https://api.elsevier.com/content/article/pii/S0277538712002215,https://www.sciencedirect.com/science/article/pii/S0277538712002215,1,"{'1': '{[Cu3(4,4′-bpy)2(μ-OOCH)4(H2O)2](ClO4)2(H2O)6}n', '2': '{[Cu(4,4′-bpy)(μ-OOCH)(NO3)]}n', '3': '{[Cu2(4,4′-bpy)2(μ-OOCCH3)3](PF6)(H2O)}n', '4': 'Cu(II)-'}","{'1': ['{[Cu3(4,4′-bpy)3(μ-OOCH)4(H2O)2](ClO4)2(H2O)6}n', '4,4′-bpy-carboxylato', '{[Cu3(4,4′-bpy)2(μ-OOCH)4(H2O)2](ClO4)2(H2O)6}n'], '2': ['{[Cu(4,4′-bpy)(μ-OOCH)(NO3)]}n'], '3': ['{[Cu2(4,4′-bpy)2(μ-OOCCH3)3](PF6)(H2O)}n']}"
10.1016/j.jlumin.2018.09.056,"['NIJKID', 'NIJMOL']",2,2019,https://api.elsevier.com/content/article/pii/S002223131831202X,https://www.sciencedirect.com/science/article/pii/S002223131831202X,1,{},{}
10.1016/j.micromeso.2011.11.033,"['EHETER01', 'EHETER02', 'KEYROX', 'KEYSEO', 'OFERUN04', 'OFERUN05']",6,2012,https://api.elsevier.com/content/article/pii/S1387181111005592,https://www.sciencedirect.com/science/article/pii/S1387181111005592,1,{'dia': 'MAF-7'},{}
10.1016/j.ica.2006.10.044,"['QEZKOW', 'QEZKUC']",2,2007,https://api.elsevier.com/content/article/pii/S0020169306007067,https://www.sciencedirect.com/science/article/pii/S0020169306007067,1,"{'1': '[Ag4(μ-4,4′-bpp)3(1,3-bdc)2]n·2nH2O', '2': '[Ag(μ-4,4′-bpp)2ClO4]n'}","{'1': ['[Ag4(μ-4,4′-bpp)3(1,3-bdc)2]n·2nH2O'], '2': ['[Ag(μ-4,4′-bpp)2ClO4]n']}"
10.1016/j.ica.2007.06.029,['SIXGAI'],1,2008,https://api.elsevier.com/content/article/pii/S0020169307004070,https://www.sciencedirect.com/science/article/pii/S0020169307004070,1,{'1': '[CoL(dca)]n'},{}
10.1016/j.poly.2020.114417,"['KUDVIR', 'KUDVOX']",2,2020,https://api.elsevier.com/content/article/pii/S0277538720300747,https://www.sciencedirect.com/science/article/pii/S0277538720300747,1,"{'1': '{[Ni(L)0.5(1,4-bib)(H2O)2]·2·.5H2O·DMA}n', '2': '{[Ni(H2L)(4,4′-bibp)(H2O)2]}n', '3': '{[Ni(L)0.5(4,4′-bimb)(H2O)2]·3·5H2O·2DMA}n'}","{'2': ['{[Ni(H2L)(4,4′-bibp)(H2O)2]}n'], '3': ['{[Ni(L)0.5(4,4′-bimb)(H2O)2]·3·5H2O·2DMA}n']}"
10.1016/j.molstruc.2006.01.048,"['DAQRET01', 'KAYBAO01']",2,2006,https://api.elsevier.com/content/article/pii/S0022286006001207,https://www.sciencedirect.com/science/article/pii/S0022286006001207,1,"{'1': '[Eu2(fum)3(H2O)4]n·(3nH2O)', '2': '[Eu(pdc)(Hpdc)]n'}",{}
10.1016/j.jssc.2008.04.010,"['COVMOQ', 'ZZZECK01', 'ZZZTLO01']",3,2008,https://api.elsevier.com/content/article/pii/S0022459608001849,https://www.sciencedirect.com/science/article/pii/S0022459608001849,1,"{'1': 'U(C2O4)2·6H2O', '2': 'U(C2O4)2·2H2O', '3': 'U(C2O4)2·H2O·(dma)'}",{}
10.1016/S1387-7003(03)00138-2,['OHUGIH'],1,2003,https://api.elsevier.com/content/article/pii/S1387700303001382,https://www.sciencedirect.com/science/article/pii/S1387700303001382,1,{},{}
10.1016/j.inoche.2013.11.043,"['VIXHUH', 'VIXJAP']",2,2014,https://api.elsevier.com/content/article/pii/S1387700313005510,https://www.sciencedirect.com/science/article/pii/S1387700313005510,1,"{'1': '[(CuLH2O)2MnCuL](ClO4)2', '2': 'CuLMn(bdc0.5)2(H2O)', '3': 'CuLMn(btec)0.5EtOH'}",{}
10.1016/j.jssc.2017.11.032,['YENRER'],1,2018,https://api.elsevier.com/content/article/pii/S0022459617304784,https://www.sciencedirect.com/science/article/pii/S0022459617304784,1,"{'(1)': '{[UO2(L)]·DMA}n', '1': '{[UO2(L)]·DMA}n'}",{}
